complex	gene_name
Aqp4-Dag1-Dmd-Snta1 complex	Dmd
Aqp4-Dag1-Dmd-Snta1 complex	Aqp4
Aqp4-Dag1-Dmd-Snta1 complex	Snta1
Aqp4-Dag1-Dmd-Snta1 complex	Dag1
AP1 adaptor complex	AP1G1
AP1 adaptor complex	AP1G2
AP1 adaptor complex	AP1S2
AP1 adaptor complex	AP1S1
AP1 adaptor complex	AP1B1
AP1 adaptor complex	AP1S3
AP1 adaptor complex	AP1M1
AP1 adaptor complex	AP1M2
Immunoproteasome	Psmb1
Immunoproteasome	Psmb10
Immunoproteasome	Psma3
Immunoproteasome	Psmb8
Immunoproteasome	Psmb9
Immunoproteasome	Psma2
Immunoproteasome	Psmb4
Immunoproteasome	Psma6
Immunoproteasome	Psma4
Immunoproteasome	Psmb3
Immunoproteasome	Psmb2
Immunoproteasome	Psma1
Immunoproteasome	Psma7
Immunoproteasome	Psma5
Mi-2/NuRD-MTA3 complex	MTA2
Mi-2/NuRD-MTA3 complex	MBD3
Mi-2/NuRD-MTA3 complex	BCL6
Mi-2/NuRD-MTA3 complex	HDAC1
Mi-2/NuRD-MTA3 complex	MTA3
Cask-Mint-Veli tripartite complex	Apba1
Cask-Mint-Veli tripartite complex	Cask
Cask-Mint-Veli tripartite complex	Lin7a
AP2 adaptor complex	Ap2a2
AP2 adaptor complex	Ap2s1
AP2 adaptor complex	AP2B1
AP2 adaptor complex	Ap2m1
DNA polymerase alpha-primase complex	Prim1
DNA polymerase alpha-primase complex	Pola1
DNA polymerase alpha-primase complex	Prim2
DNA polymerase alpha-primase complex	Pola2
RGS7-Gbeta5-Galphaq complex	RGS7
RGS7-Gbeta5-Galphaq complex	Gnaq
RGS7-Gbeta5-Galphaq complex	Gnb5
DNMT3B complex	SMARCA5
DNMT3B complex	KIF4A
DNMT3B complex	SMC2
DNMT3B complex	HDAC1
DNMT3B complex	SIN3A
DNMT3B complex	SMC4
DNMT3B complex	DNMT3B
RAB5-RABAPTIN5\u2013RABEX5 complex	RAB5A
RAB5-RABAPTIN5\u2013RABEX5 complex	RABEP1
RAB5-RABAPTIN5\u2013RABEX5 complex	RABGEF1
CCT complex (chaperonin containing TCP1 complex)	Tcp1
CCT complex (chaperonin containing TCP1 complex)	Cct8
CCT complex (chaperonin containing TCP1 complex)	Cct7
CCT complex (chaperonin containing TCP1 complex)	Cct2
CCT complex (chaperonin containing TCP1 complex)	Cct4
CCT complex (chaperonin containing TCP1 complex)	Cct5
CCT complex (chaperonin containing TCP1 complex)	Cct6a
CCT complex (chaperonin containing TCP1 complex)	Cct3
Gbeta5-rgs7 complex	Rgs7
Gbeta5-rgs7 complex	Gnb5
SIN3 complex	SAP18
SIN3 complex	SAP30
SIN3 complex	RBBP4
SIN3 complex	HDAC1
SIN3 complex	RBBP7
SIN3 complex	HDAC2
SIN3 complex	SIN3A
HDAC4-ERK1 complex	MAPK3
HDAC4-ERK1 complex	HDAC4
Elongin (SIII) complex	Tceb2
Elongin (SIII) complex	Tceb1
Elongin (SIII) complex	Tceb3
HDAC4-ERK2 complex	MAPK1
HDAC4-ERK2 complex	HDAC4
SMRT complex	HDAC3
SMRT complex	TBL1X
SMRT complex	GPS2
SMRT complex	TBL1XR1
SMRT complex	NCOR2
AP3 adaptor complex	AP3B1
AP3 adaptor complex	AP3D1
AP3 adaptor complex	AP3M2
AP3 adaptor complex	AP3S2
AP3 adaptor complex	AP3B2
AP3 adaptor complex	AP3S1
AP3 adaptor complex	AP3M1
Interferon-stimulated gene factor 3 transcription complex ISGF3	STAT1
Interferon-stimulated gene factor 3 transcription complex ISGF3	STAT2
Interferon-stimulated gene factor 3 transcription complex ISGF3	IRF9
Mi2/NuRD complex	MTA2
Mi2/NuRD complex	MBD3
Mi2/NuRD complex	RBBP4
Mi2/NuRD complex	HDAC1
Mi2/NuRD complex	CHD4
Mi2/NuRD complex	RBBP7
Mi2/NuRD complex	HDAC2
MeCP1 complex	MTA2
MeCP1 complex	MBD3
MeCP1 complex	RBBP4
MeCP1 complex	HDAC1
MeCP1 complex	CHD4
MeCP1 complex	RBBP7
MeCP1 complex	HDAC2
MeCP1 complex	MBD2
Multiprotein trafficking complex	Apba1
Multiprotein trafficking complex	Kcnj12
Multiprotein trafficking complex	Dlg1
Multiprotein trafficking complex	Cask
Multiprotein trafficking complex	Lin7c
TRAP complex	MED14
TRAP complex	MED24
TRAP complex	THRA
TRAP complex	MED1
TRAP complex	MED12
TRAP complex	MED17
TRAP complex	THRAP3
TRAP complex	MED16
AP4 adaptor complex	AP4M1
AP4 adaptor complex	AP4E1
AP4 adaptor complex	AP4S1
AP4 adaptor complex	AP4B1
ApoB mRNA editing enzyme complex	Apobec1
ApoB mRNA editing enzyme complex	A1cf
ApoB mRNA editing enzyme complex	Khsrp
CLIC4 complex	Ckb
CLIC4 complex	Dnm2
CLIC4 complex	Actb
CLIC4 complex	Ywhae
CLIC4 complex	Ywhaz
CLIC4 complex	Tuba1a
CLIC4 complex	Clic4
HOMER3-IP3R-TRPC1 complex	TRPC1
HOMER3-IP3R-TRPC1 complex	ITPR3
HOMER3-IP3R-TRPC1 complex	HOMER3
Dynein complex	Dync1h1
Dynein complex	Dynlrb1
Dynein complex	Dnaja1
Dynein complex	Dynll1
Dynein complex	Dync1i2
Dynein complex	Dync1i1
Dynein complex	Dync2h1
Dynein complex	Dync1li1
Dynein complex	Dynlt1
nNos-Capon-Dexras1 complex	Rasd1
nNos-Capon-Dexras1 complex	Nos1ap
nNos-Capon-Dexras1 complex	Nos1
nNos-Capon-Syn1 complex	Nos1ap
nNos-Capon-Syn1 complex	Syn1
nNos-Capon-Syn1 complex	Nos1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	RBX1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	SKP1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	SKP2
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	CUL1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	RBX1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	SKP1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	CUL7
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	FBXW8
STMN4-Tubulin complex	TUBB1
STMN4-Tubulin complex	TUBA4A
STMN4-Tubulin complex	STMN4
Nucleic acid channel complex	Mdh1
Nucleic acid channel complex	Nup58
STMN1-Tubulin complex	TUBB1
STMN1-Tubulin complex	TUBA4A
STMN1-Tubulin complex	STMN1
NUMAC complex (nucleosomal methylation activator complex)	ARID1A
NUMAC complex (nucleosomal methylation activator complex)	SMARCA4
NUMAC complex (nucleosomal methylation activator complex)	ACTB
NUMAC complex (nucleosomal methylation activator complex)	SMARCB1
NUMAC complex (nucleosomal methylation activator complex)	CARM1
NUMAC complex (nucleosomal methylation activator complex)	SMARCC2
NUMAC complex (nucleosomal methylation activator complex)	SMARCC1
NUMAC complex (nucleosomal methylation activator complex)	SMARCE1
NUMAC complex (nucleosomal methylation activator complex)	SMARCD1
NUMAC complex (nucleosomal methylation activator complex)	SCYL1
Nup 107-160 subcomplex	NUP98
Nup 107-160 subcomplex	SEC13
Nup 107-160 subcomplex	NUP107
Nup 107-160 subcomplex	NUP160
Nup 107-160 subcomplex	NUP43
Nup 107-160 subcomplex	NUP37
Nup 107-160 subcomplex	NUP133
Nup 107-160 subcomplex	SEH1L
Nup 107-160 subcomplex	NUP85
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Gosr2
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Stx5
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Sec22b
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Bet1
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Gosr1
SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)	Scfd1
FA complex (Fanconi anemia complex), cytoplasmic	FANCG
FA complex (Fanconi anemia complex), cytoplasmic	FANCA
FA complex (Fanconi anemia complex), cytoplasmic	FANCC
FA complex (Fanconi anemia complex), cytoplasmic	FANCF
CD28-transactivation complex	CD28
CD28-transactivation complex	NCL
Anaphase-promoting complex	CDC27
Anaphase-promoting complex	CDC16
Anaphase-promoting complex	ANAPC1
Anaphase-promoting complex	CDC23
Anaphase-promoting complex	ANAPC7
Anaphase-promoting complex	ANAPC5
Anaphase-promoting complex	ANAPC4
Anaphase-promoting complex	ANAPC2
Ku antigen-NARG1 complex	XRCC6
Ku antigen-NARG1 complex	XRCC5
Ku antigen-NARG1 complex	NAA15
Anaphase-promoting complex	ANAPC10
Anaphase-promoting complex	Anapc1
Anaphase-promoting complex	Ccdc27
Anaphase-promoting complex	Cdc23
Anaphase-promoting complex	Anapc5
Anaphase-promoting complex	Anapc2
Anaphase-promoting complex	Anapc10
Anaphase-promoting complex	Cdc16
Anaphase-promoting complex	Anapc4
Anaphase-promoting complex	Anapc7
p300-MDM2-p53 protein complex	TP53
p300-MDM2-p53 protein complex	MDM2
p300-MDM2-p53 protein complex	EP300
hNURF complex	SMARCA1
hNURF complex	RBBP4
hNURF complex	BPTF
hNURF complex	RBBP7
Nucleolar remodeling complex (NoRC complex)	Baz2a
Nucleolar remodeling complex (NoRC complex)	Smarca5
Meiotic cohesin complex	Sycp3
Meiotic cohesin complex	Rec8
Meiotic cohesin complex	Smc1b
Meiotic cohesin complex	Smc3
RNA polymerase II holoenzyme complex	POLR2D
RNA polymerase II holoenzyme complex	GTF2F2
RNA polymerase II holoenzyme complex	ERCC2
RNA polymerase II holoenzyme complex	POLR2C
RNA polymerase II holoenzyme complex	POLR2E
RNA polymerase II holoenzyme complex	ERCC3
RNA polymerase II holoenzyme complex	TBP
RNA polymerase II holoenzyme complex	POLR2A
RNA polymerase II holoenzyme complex	GTF2E1
RNA polymerase II holoenzyme complex	GTF2E2
RNA polymerase II holoenzyme complex	POLR2B
RNA polymerase II holoenzyme complex	GTF2H1
RNA polymerase II holoenzyme complex	GTF2F1
RNA polymerase II holoenzyme complex	POLR2I
RNA polymerase II holoenzyme complex	POLR2H
RNA polymerase II holoenzyme complex	POLR2J
RNA polymerase II holoenzyme complex	POLR2K
RNA polymerase II holoenzyme complex	POLR2F
RNA polymerase II holoenzyme complex	POLR2G
RNA polymerase II holoenzyme complex	POLR2L
RNA polymerase II holoenzyme complex	GTF2B
RNA polymerase II holoenzyme complex	GTF2H2
RNA polymerase II holoenzyme complex	GTF2H3
RNA polymerase II holoenzyme complex	GTF2H4
RNA polymerase II core complex	POLR2D
RNA polymerase II core complex	POLR2C
RNA polymerase II core complex	POLR2E
RNA polymerase II core complex	POLR2A
RNA polymerase II core complex	POLR2B
RNA polymerase II core complex	POLR2I
RNA polymerase II core complex	POLR2H
RNA polymerase II core complex	POLR2J
RNA polymerase II core complex	POLR2K
RNA polymerase II core complex	POLR2F
RNA polymerase II core complex	POLR2G
RNA polymerase II core complex	POLR2L
Srf-myogenin-E12 complex	Myog
Srf-myogenin-E12 complex	Tcf3
Srf-myogenin-E12 complex	Srf
TFIIH transcription factor complex	ERCC2
TFIIH transcription factor complex	ERCC3
TFIIH transcription factor complex	GTF2H1
TFIIH transcription factor complex	CDK7
TFIIH transcription factor complex	CCNH
TFIIH transcription factor complex	MNAT1
TFIIH transcription factor complex	GTF2H2
TFIIH transcription factor complex	GTF2H3
TFIIH transcription factor complex	GTF2H4
Fertilin complex (Adam1b, Adam2)	Adam2
Fertilin complex (Adam1b, Adam2)	Adam1b
Prefoldin complex	PFDN6
Prefoldin complex	PFDN1
Prefoldin complex	VBP1
Prefoldin complex	PFDN5
Prefoldin complex	PFDN4
Prefoldin complex	PFDN2
SNAPc (small nuclear RNA-activating protein) complex	SNAPC5
SNAPc (small nuclear RNA-activating protein) complex	SNAPC2
SNAPc (small nuclear RNA-activating protein) complex	SNAPC1
SNAPc (small nuclear RNA-activating protein) complex	SNAPC4
SNAPc (small nuclear RNA-activating protein) complex	SNAPC3
Polycomb repressive complex 1 (PRC1, hPRC-H)	CBX4
Polycomb repressive complex 1 (PRC1, hPRC-H)	SMARCA5
Polycomb repressive complex 1 (PRC1, hPRC-H)	HSPA1A
Polycomb repressive complex 1 (PRC1, hPRC-H)	YY1
Polycomb repressive complex 1 (PRC1, hPRC-H)	BMI1
Polycomb repressive complex 1 (PRC1, hPRC-H)	PHC1
Polycomb repressive complex 1 (PRC1, hPRC-H)	RING1
Polycomb repressive complex 1 (PRC1, hPRC-H)	CBX2
Polycomb repressive complex 1 (PRC1, hPRC-H)	PHC2
Polycomb repressive complex 1 (PRC1, hPRC-H)	PHC3
Polycomb repressive complex 1 (PRC1, hPRC-H)	SCMH1
Polycomb repressive complex 1 (PRC1, hPRC-H)	RNF2
Polycomb repressive complex 1 (PRC1, hPRC-H)	CBX8
GPR56-CD81-Galpha(q/11)-Gbeta complex	GNA11
GPR56-CD81-Galpha(q/11)-Gbeta complex	GNAQ
GPR56-CD81-Galpha(q/11)-Gbeta complex	CD81
GPR56-CD81-Galpha(q/11)-Gbeta complex	GNB1
GPR56-CD81-Galpha(q/11)-Gbeta complex	ADGRG1
GPI-GnT activity complex	PIGA
GPI-GnT activity complex	PIGH
GPI-GnT activity complex	PIGC
GPI-GnT activity complex	PIGQ
Lymphotoxin beta receptor complex	LTA
Lymphotoxin beta receptor complex	LTBR
Lymphotoxin beta receptor complex	LTB
Rnase/Mrp complex	POP7
Rnase/Mrp complex	RPP40
Rnase/Mrp complex	RPP14
Rnase/Mrp complex	POP4
Rnase/Mrp complex	RPP38
Rnase/Mrp complex	RPP30
Rnase/Mrp complex	POP5
Rnase/Mrp complex	POP1
Rnase/Mrp complex	RPP25
Rnase/Mrp complex	RPP21
RGS9-GNB5-GNAT1-R9AP complex	GNB5
RGS9-GNB5-GNAT1-R9AP complex	RGS9
RGS9-GNB5-GNAT1-R9AP complex	GNAT1
RGS9-GNB5-GNAT1-R9AP complex	RGS9BP
CCT complex (chaperonin containing TCP1 complex)	TCP1
CCT complex (chaperonin containing TCP1 complex)	CCT6A
CCT complex (chaperonin containing TCP1 complex)	CCT5
CCT complex (chaperonin containing TCP1 complex)	CCT3
CCT complex (chaperonin containing TCP1 complex)	CCT8
CCT complex (chaperonin containing TCP1 complex)	CCT4
CCT complex (chaperonin containing TCP1 complex)	CCT2
CCT complex (chaperonin containing TCP1 complex)	CCT7
NDC80 kinetochore complex	NDC80
NDC80 kinetochore complex	SPC24
NDC80 kinetochore complex	NUF2
NDC80 kinetochore complex	SPC25
PIDDsome complex	CASP2
PIDDsome complex	CRADD
PIDDsome complex	PIDD1
Troponin complex	TNNC2
Troponin complex	TNNT3
Troponin complex	TNNI2
SDH-mABC1-PIC-ANT-ATPase complex	Atp5a1
SDH-mABC1-PIC-ANT-ATPase complex	Slc25a3
SDH-mABC1-PIC-ANT-ATPase complex	Sdhb
SDH-mABC1-PIC-ANT-ATPase complex	Slc25a4
SDH-mABC1-PIC-ANT-ATPase complex	Abcb8
SDH-mABC1-PIC-ANT-ATPase complex	Sdha
E-box sequence-binding complex	LMO2
E-box sequence-binding complex	NHLH2
E-box sequence-binding complex	LDB1
E-box sequence-binding complex	BEX2
CD147-gamma-secretase complex	BSG
CD147-gamma-secretase complex	PSEN1
CD147-gamma-secretase complex	NCSTN
CD147-gamma-secretase complex	APH1A
CD147-gamma-secretase complex	PSENEN
APP-APBB1-LRP1 complex	APBB1
APP-APBB1-LRP1 complex	APP
APP-APBB1-LRP1 complex	LRP1
Gamma-BAR-AP1 complex	AP1G1
Gamma-BAR-AP1 complex	AP1G2
Gamma-BAR-AP1 complex	AP1S2
Gamma-BAR-AP1 complex	AP1S1
Gamma-BAR-AP1 complex	AP1B1
Gamma-BAR-AP1 complex	AP1AR
Gamma-BAR-AP1 complex	AP1S3
Gamma-BAR-AP1 complex	AP1M1
Gamma-BAR-AP1 complex	AP1M2
CCT-Prefoldin complex	PFDN6
CCT-Prefoldin complex	PFDN1
CCT-Prefoldin complex	VBP1
CCT-Prefoldin complex	CCT7
CCT-Prefoldin complex	CCT4
CCT-Prefoldin complex	TCP1
CCT-Prefoldin complex	CCT6A
CCT-Prefoldin complex	CCT3
CCT-Prefoldin complex	CCT5
CCT-Prefoldin complex	CCT2
CCT-Prefoldin complex	CCT8
CCT-Prefoldin complex	PFDN5
CCT-Prefoldin complex	PFDN4
CCT-Prefoldin complex	PFDN2
Src-dynamin-synapsin complex	Syn1
Src-dynamin-synapsin complex	Src
Src-dynamin-synapsin complex	Dnm1
Src-dynamin-synapsin-alpha-adaptin complex	Syn1
Src-dynamin-synapsin-alpha-adaptin complex	Ap2a2
Src-dynamin-synapsin-alpha-adaptin complex	Dnm1
Src-dynamin-synapsin-alpha-adaptin complex	Src
PBAF complex (Polybromo- and BAF containing complex)	ACTL6A
PBAF complex (Polybromo- and BAF containing complex)	SMARCA4
PBAF complex (Polybromo- and BAF containing complex)	ACTB
PBAF complex (Polybromo- and BAF containing complex)	SMARCB1
PBAF complex (Polybromo- and BAF containing complex)	ARID2
PBAF complex (Polybromo- and BAF containing complex)	PBRM1
PBAF complex (Polybromo- and BAF containing complex)	SMARCC2
PBAF complex (Polybromo- and BAF containing complex)	SMARCC1
PBAF complex (Polybromo- and BAF containing complex)	SMARCE1
PBAF complex (Polybromo- and BAF containing complex)	SMARCD1
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT7
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT4
CCT complex (chaperonin containing TCP1 complex), testis specific	TCP1
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT6B
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT3
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT5
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT2
CCT complex (chaperonin containing TCP1 complex), testis specific	CCT8
TFIIE complex	GTF2E1
TFIIE complex	GTF2E2
TFIIF complex (transcription factor IIF)	GTF2F2
TFIIF complex (transcription factor IIF)	GTF2F1
Src1-Ep300-Crebbp complex	Crebbp
Src1-Ep300-Crebbp complex	Ncoa1
Src1-Ep300-Crebbp complex	Ep300
Retrotranslocation complex	GEMIN4
Retrotranslocation complex	SYVN1
Retrotranslocation complex	DERL1
ATP synthasome	Mt-atp6
ATP synthasome	Atp5b
ATP synthasome	Mt-atp8
ATP synthasome	Atp5a1
ATP synthasome	Slc25a3
ATP synthasome	Atp5f1
ATP synthasome	Atp5j
ATP synthasome	Atp5e
ATP synthasome	Atp5i
ATP synthasome	Atp5h
ATP synthasome	Atp5d
ATP synthasome	Atp5c1
ATP synthasome	Atp5g1
ATP synthasome	Atp5g2
ATP synthasome	Atp5o
ATP synthasome	Slc25a5
ATP synthasome	Atp5g3
Condensin I-PARP-1-XRCC1 complex	SMC2
Condensin I-PARP-1-XRCC1 complex	PARP1
Condensin I-PARP-1-XRCC1 complex	XRCC1
Condensin I-PARP-1-XRCC1 complex	NCAPH
Condensin I-PARP-1-XRCC1 complex	NCAPD2
Condensin I-PARP-1-XRCC1 complex	NCAPG
Condensin I-PARP-1-XRCC1 complex	SMC4
Condensin II	SMC2
Condensin II	NCAPD3
Condensin II	NCAPH2
Condensin II	NCAPG2
Condensin II	SMC4
SWAP complex	Ncl
SWAP complex	Parp1
SWAP complex	Npm1
SWAP complex	Swap70
COG complex	COG7
COG complex	COG2
COG complex	COG1
COG complex	COG3
COG complex	COG8
COG complex	COG4
COG complex	COG5
COG complex	COG6
Cohesin-SA1 complex	RAD21
Cohesin-SA1 complex	SMC1A
Cohesin-SA1 complex	STAG1
Cohesin-SA1 complex	SMC3
Cohesin-SA2 complex	RAD21
Cohesin-SA2 complex	SMC1A
Cohesin-SA2 complex	STAG2
Cohesin-SA2 complex	SMC3
Protein-sorting complex (Stam2, Hgs, Eps15)	Stam2
Protein-sorting complex (Stam2, Hgs, Eps15)	Eps15
Protein-sorting complex (Stam2, Hgs, Eps15)	Hgs
Protein-sorting complex (Stam1, Hgs, Eps15)	Eps15
Protein-sorting complex (Stam1, Hgs, Eps15)	STAM
Protein-sorting complex (Stam1, Hgs, Eps15)	Hgs
Ric-8A G(i) alpha-1 subunit complex	Gnai1
Ric-8A G(i) alpha-1 subunit complex	Ric8a
Ric-8A G(i) alpha-2 subunit complex	Gnai2
Ric-8A G(i) alpha-2 subunit complex	Ric8a
Ric-8A G(o) alpha-1 subunit complex	Gnao1
Ric-8A G(o) alpha-1 subunit complex	Ric8a
MRN complex (MRE11-RAD50-NBN complex)	NBN
MRN complex (MRE11-RAD50-NBN complex)	MRE11A
MRN complex (MRE11-RAD50-NBN complex)	RAD50
Ric-8A G(q) alpha subunit complex	Gnaq
Ric-8A G(q) alpha subunit complex	Ric8a
Ric-8A G alpha 13 complex	Gna13
Ric-8A G alpha 13 complex	Ric8a
OGT-TRAK1-TRAK2 complex	OGT
OGT-TRAK1-TRAK2 complex	TRAK2
OGT-TRAK1-TRAK2 complex	TRAK1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS8
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA4
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFAB1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS4
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB5
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB3
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFC1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA2
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS5
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS7
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS2
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS6
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS3
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB6
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA3
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB4
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB8
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB2
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA7
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFC2
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA10
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB10
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND1
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND2
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND3
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND4L
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND5
Respiratory chain complex I (holoenzyme), mitochondrial	MT-ND6
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB7
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFV2
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFS1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFV1
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA8
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFV3
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA6
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA5
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA9
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA11
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB11
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA13
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFA12
Respiratory chain complex I (holoenzyme), mitochondrial	NDUFB9
Nephrin multiprotein complex	Iqgap1
Nephrin multiprotein complex	Magi2
Nephrin multiprotein complex	Sptan1
Nephrin multiprotein complex	Cask
Nephrin multiprotein complex	Nphs1
Nephrin multiprotein complex	Sptbn1
Nephrin multiprotein complex	Actn1
PNUTS-PP1 complex	PPP1CA
PNUTS-PP1 complex	PPP1R10
26S proteasome	PSMA7
26S proteasome	PSMC3
26S proteasome	PSMB1
26S proteasome	PSMA1
26S proteasome	PSMA2
26S proteasome	PSMA3
26S proteasome	PSMA4
26S proteasome	PSMA5
26S proteasome	PSMB4
26S proteasome	PSMB6
26S proteasome	PSMB5
26S proteasome	PSMC2
26S proteasome	PSMC4
