complex	gene_name
Mi-2/NuRD-MTA3 complex	Mta3
AP2 adaptor complex	Ap2b1
RGS7-Gbeta5-Galphaq complex	Rgs7
DNMT3B complex	Smarca5
DNMT3B complex	Smc2
DNMT3B complex	Hdac1
DNMT3B complex	Sin3a
DNMT3B complex	Smc4
DNMT3B complex	Dnmt3b
RAB5-RABAPTIN5\u2013RABEX5 complex	Rab5a
RAB5-RABAPTIN5\u2013RABEX5 complex	Rabep1
RAB5-RABAPTIN5\u2013RABEX5 complex	Rabgef1
SIN3 complex	Sap18
SIN3 complex	Sap30
SIN3 complex	Rbbp4
SIN3 complex	Hdac1
SIN3 complex	Rbbp7
SIN3 complex	Hdac2
SIN3 complex	Sin3a
HDAC4-ERK1 complex	Mapk3
HDAC4-ERK1 complex	Hdac4
HDAC4-ERK2 complex	Mapk1
HDAC4-ERK2 complex	Hdac4
SMRT complex	Hdac3
SMRT complex	Tbl1x
SMRT complex	Gps2
SMRT complex	Tbl1xr1
SMRT complex	Ncor2
AP3 adaptor complex	Ap3b1
AP3 adaptor complex	Ap3d1
AP3 adaptor complex	Ap3m2
AP3 adaptor complex	Ap3s2
AP3 adaptor complex	Ap3b2
AP3 adaptor complex	Ap3s1
AP3 adaptor complex	Ap3m1
Interferon-stimulated gene factor 3 transcription complex ISGF3	Stat1
Interferon-stimulated gene factor 3 transcription complex ISGF3	Stat2
Interferon-stimulated gene factor 3 transcription complex ISGF3	Irf9
Mi2/NuRD complex	Mta2
Mi2/NuRD complex	Mbd3
Mi2/NuRD complex	Rbbp4
Mi2/NuRD complex	Hdac1
Mi2/NuRD complex	Chd4
Mi2/NuRD complex	Rbbp7
Mi2/NuRD complex	Hdac2
MeCP1 complex	Mta2
MeCP1 complex	Mbd3
MeCP1 complex	Rbbp4
MeCP1 complex	Hdac1
MeCP1 complex	Chd4
MeCP1 complex	Rbbp7
MeCP1 complex	Hdac2
MeCP1 complex	Mbd2
TRAP complex	Med14
TRAP complex	Med24
TRAP complex	Thra
TRAP complex	Med1
TRAP complex	Med12
TRAP complex	Med17
TRAP complex	Thrap3
TRAP complex	Med16
AP4 adaptor complex	Ap4m1
AP4 adaptor complex	Ap4e1
AP4 adaptor complex	Ap4s1
AP4 adaptor complex	Ap4b1
HOMER3-IP3R-TRPC1 complex	Trpc1
HOMER3-IP3R-TRPC1 complex	Itpr3
HOMER3-IP3R-TRPC1 complex	Homer3
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	Rbx1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	Skp1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	Skp2
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	Cul1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	Rbx1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	Skp1
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	Cul7
Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	Fbxw8
STMN4-Tubulin complex	Tubb1
STMN4-Tubulin complex	Tuba4a
STMN4-Tubulin complex	Stmn4
STMN1-Tubulin complex	Tubb1
STMN1-Tubulin complex	Tuba4a
STMN1-Tubulin complex	Stmn1
NUMAC complex (nucleosomal methylation activator complex)	Arid1a
NUMAC complex (nucleosomal methylation activator complex)	Smarca4
NUMAC complex (nucleosomal methylation activator complex)	Actb
NUMAC complex (nucleosomal methylation activator complex)	Smarcb1
NUMAC complex (nucleosomal methylation activator complex)	Carm1
NUMAC complex (nucleosomal methylation activator complex)	Smarcc2
NUMAC complex (nucleosomal methylation activator complex)	Smarcc1
NUMAC complex (nucleosomal methylation activator complex)	Smarce1
NUMAC complex (nucleosomal methylation activator complex)	Smarcd1
NUMAC complex (nucleosomal methylation activator complex)	Scyl1
Nup 107-160 subcomplex	Nup98
Nup 107-160 subcomplex	Sec13
Nup 107-160 subcomplex	Nup107
Nup 107-160 subcomplex	Nup160
Nup 107-160 subcomplex	Nup43
Nup 107-160 subcomplex	Nup37
Nup 107-160 subcomplex	Nup133
Nup 107-160 subcomplex	Seh1l
Nup 107-160 subcomplex	Nup85
FA complex (Fanconi anemia complex), cytoplasmic	Fancg
FA complex (Fanconi anemia complex), cytoplasmic	Fanca
FA complex (Fanconi anemia complex), cytoplasmic	Fancc
FA complex (Fanconi anemia complex), cytoplasmic	Fancf
CD28-transactivation complex	Cd28
CD28-transactivation complex	Ncl
Anaphase-promoting complex	Cdc27
Anaphase-promoting complex	Cdc16
Anaphase-promoting complex	Anapc1
Anaphase-promoting complex	Cdc23
Anaphase-promoting complex	Anapc7
Anaphase-promoting complex	Anapc5
Anaphase-promoting complex	Anapc4
Anaphase-promoting complex	Anapc2
Ku antigen-NARG1 complex	Xrcc6
Ku antigen-NARG1 complex	Xrcc5
Ku antigen-NARG1 complex	Naa15
Anaphase-promoting complex	Anapc10
p300-MDM2-p53 protein complex	Tp53
p300-MDM2-p53 protein complex	Mdm2
p300-MDM2-p53 protein complex	Ep300
hNURF complex	Smarca1
hNURF complex	Rbbp4
hNURF complex	Bptf
hNURF complex	Rbbp7
RNA polymerase II holoenzyme complex	Polr2d
RNA polymerase II holoenzyme complex	Gtf2f2
RNA polymerase II holoenzyme complex	Ercc2
RNA polymerase II holoenzyme complex	Polr2c
RNA polymerase II holoenzyme complex	Polr2e
RNA polymerase II holoenzyme complex	Ercc3
RNA polymerase II holoenzyme complex	Tbp
RNA polymerase II holoenzyme complex	Polr2a
RNA polymerase II holoenzyme complex	Gtf2e1
RNA polymerase II holoenzyme complex	Gtf2e2
RNA polymerase II holoenzyme complex	Polr2b
RNA polymerase II holoenzyme complex	Gtf2h1
RNA polymerase II holoenzyme complex	Gtf2f1
RNA polymerase II holoenzyme complex	Polr2i
RNA polymerase II holoenzyme complex	Polr2h
RNA polymerase II holoenzyme complex	Polr2j
RNA polymerase II holoenzyme complex	Polr2k
RNA polymerase II holoenzyme complex	Polr2f
RNA polymerase II holoenzyme complex	Polr2g
RNA polymerase II holoenzyme complex	Polr2l
RNA polymerase II holoenzyme complex	Gtf2b
RNA polymerase II holoenzyme complex	Gtf2h3
RNA polymerase II holoenzyme complex	Gtf2h4
RNA polymerase II core complex	Polr2d
RNA polymerase II core complex	Polr2c
RNA polymerase II core complex	Polr2e
RNA polymerase II core complex	Polr2a
RNA polymerase II core complex	Polr2b
RNA polymerase II core complex	Polr2i
RNA polymerase II core complex	Polr2h
RNA polymerase II core complex	Polr2j
RNA polymerase II core complex	Polr2k
RNA polymerase II core complex	Polr2f
RNA polymerase II core complex	Polr2g
RNA polymerase II core complex	Polr2l
TFIIH transcription factor complex	Ercc2
TFIIH transcription factor complex	Ercc3
TFIIH transcription factor complex	Gtf2h1
TFIIH transcription factor complex	Cdk7
TFIIH transcription factor complex	Ccnh
TFIIH transcription factor complex	Mnat1
TFIIH transcription factor complex	Gtf2h3
TFIIH transcription factor complex	Gtf2h4
Prefoldin complex	Pfdn6
Prefoldin complex	Pfdn1
Prefoldin complex	Vbp1
Prefoldin complex	Pfdn5
Prefoldin complex	Pfdn4
Prefoldin complex	Pfdn2
SNAPc (small nuclear RNA-activating protein) complex	Snapc5
SNAPc (small nuclear RNA-activating protein) complex	Snapc2
SNAPc (small nuclear RNA-activating protein) complex	Snapc1
SNAPc (small nuclear RNA-activating protein) complex	Snapc4
SNAPc (small nuclear RNA-activating protein) complex	Snapc3
Polycomb repressive complex 1 (PRC1, hPRC-H)	Cbx4
Polycomb repressive complex 1 (PRC1, hPRC-H)	Smarca5
Polycomb repressive complex 1 (PRC1, hPRC-H)	Yy1
Polycomb repressive complex 1 (PRC1, hPRC-H)	Bmi1
Polycomb repressive complex 1 (PRC1, hPRC-H)	Phc1
Polycomb repressive complex 1 (PRC1, hPRC-H)	Ring1
Polycomb repressive complex 1 (PRC1, hPRC-H)	Cbx2
Polycomb repressive complex 1 (PRC1, hPRC-H)	Phc2
Polycomb repressive complex 1 (PRC1, hPRC-H)	Phc3
Polycomb repressive complex 1 (PRC1, hPRC-H)	Scmh1
Polycomb repressive complex 1 (PRC1, hPRC-H)	Rnf2
Polycomb repressive complex 1 (PRC1, hPRC-H)	Cbx8
GPR56-CD81-Galpha(q/11)-Gbeta complex	Gna11
GPR56-CD81-Galpha(q/11)-Gbeta complex	Gnaq
GPR56-CD81-Galpha(q/11)-Gbeta complex	Cd81
GPR56-CD81-Galpha(q/11)-Gbeta complex	Gnb1
GPR56-CD81-Galpha(q/11)-Gbeta complex	Adgrg1
GPI-GnT activity complex	Piga
GPI-GnT activity complex	Pigh
GPI-GnT activity complex	Pigc
GPI-GnT activity complex	Pigq
Lymphotoxin beta receptor complex	Lta
Lymphotoxin beta receptor complex	Ltbr
Lymphotoxin beta receptor complex	Ltb
Rnase/Mrp complex	Pop7
Rnase/Mrp complex	Rpp40
Rnase/Mrp complex	Pop4
Rnase/Mrp complex	Rpp38
Rnase/Mrp complex	Rpp30
Rnase/Mrp complex	Pop5
Rnase/Mrp complex	Pop1
Rnase/Mrp complex	Rpp25
Rnase/Mrp complex	Rpp21
RGS9-GNB5-GNAT1-R9AP complex	Gnb5
RGS9-GNB5-GNAT1-R9AP complex	Rgs9
RGS9-GNB5-GNAT1-R9AP complex	Gnat1
RGS9-GNB5-GNAT1-R9AP complex	Rgs9bp
CCT complex (chaperonin containing TCP1 complex)	Tcp1
CCT complex (chaperonin containing TCP1 complex)	Cct6a
CCT complex (chaperonin containing TCP1 complex)	Cct5
CCT complex (chaperonin containing TCP1 complex)	Cct3
CCT complex (chaperonin containing TCP1 complex)	Cct8
CCT complex (chaperonin containing TCP1 complex)	Cct4
CCT complex (chaperonin containing TCP1 complex)	Cct2
CCT complex (chaperonin containing TCP1 complex)	Cct7
NDC80 kinetochore complex	Ndc80
NDC80 kinetochore complex	Spc24
NDC80 kinetochore complex	Nuf2
NDC80 kinetochore complex	Spc25
PIDDsome complex	Casp2
PIDDsome complex	Cradd
PIDDsome complex	Pidd1
Troponin complex	Tnnc2
Troponin complex	Tnnt3
Troponin complex	Tnni2
E-box sequence-binding complex	Lmo2
E-box sequence-binding complex	Nhlh2
E-box sequence-binding complex	Ldb1
CD147-gamma-secretase complex	Bsg
CD147-gamma-secretase complex	Psen1
CD147-gamma-secretase complex	Ncstn
CD147-gamma-secretase complex	Aph1a
CD147-gamma-secretase complex	Psenen
APP-APBB1-LRP1 complex	Apbb1
APP-APBB1-LRP1 complex	App
APP-APBB1-LRP1 complex	Lrp1
Gamma-BAR-AP1 complex	Ap1g1
Gamma-BAR-AP1 complex	Ap1g2
Gamma-BAR-AP1 complex	Ap1s2
Gamma-BAR-AP1 complex	Ap1s1
Gamma-BAR-AP1 complex	Ap1b1
Gamma-BAR-AP1 complex	Ap1ar
Gamma-BAR-AP1 complex	Ap1s3
Gamma-BAR-AP1 complex	Ap1m1
Gamma-BAR-AP1 complex	Ap1m2
CCT-Prefoldin complex	Pfdn6
CCT-Prefoldin complex	Pfdn1
CCT-Prefoldin complex	Vbp1
CCT-Prefoldin complex	Cct7
CCT-Prefoldin complex	Cct4
CCT-Prefoldin complex	Tcp1
CCT-Prefoldin complex	Cct6a
CCT-Prefoldin complex	Cct3
CCT-Prefoldin complex	Cct5
CCT-Prefoldin complex	Cct2
CCT-Prefoldin complex	Cct8
CCT-Prefoldin complex	Pfdn5
CCT-Prefoldin complex	Pfdn4
CCT-Prefoldin complex	Pfdn2
PBAF complex (Polybromo- and BAF containing complex)	Actl6a
PBAF complex (Polybromo- and BAF containing complex)	Smarca4
PBAF complex (Polybromo- and BAF containing complex)	Actb
PBAF complex (Polybromo- and BAF containing complex)	Smarcb1
PBAF complex (Polybromo- and BAF containing complex)	Arid2
PBAF complex (Polybromo- and BAF containing complex)	Pbrm1
PBAF complex (Polybromo- and BAF containing complex)	Smarcc2
PBAF complex (Polybromo- and BAF containing complex)	Smarcc1
PBAF complex (Polybromo- and BAF containing complex)	Smarce1
PBAF complex (Polybromo- and BAF containing complex)	Smarcd1
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct7
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct4
CCT complex (chaperonin containing TCP1 complex), testis specific	Tcp1
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct3
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct5
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct2
CCT complex (chaperonin containing TCP1 complex), testis specific	Cct8
TFIIE complex	Gtf2e1
TFIIE complex	Gtf2e2
TFIIF complex (transcription factor IIF)	Gtf2f2
TFIIF complex (transcription factor IIF)	Gtf2f1
Retrotranslocation complex	Gemin4
Retrotranslocation complex	Syvn1
Retrotranslocation complex	Derl1
Condensin I-PARP-1-XRCC1 complex	Smc2
Condensin I-PARP-1-XRCC1 complex	Parp1
Condensin I-PARP-1-XRCC1 complex	Xrcc1
Condensin I-PARP-1-XRCC1 complex	Ncaph
Condensin I-PARP-1-XRCC1 complex	Ncapd2
Condensin I-PARP-1-XRCC1 complex	Ncapg
Condensin I-PARP-1-XRCC1 complex	Smc4
Condensin II	Smc2
Condensin II	Ncapd3
Condensin II	Ncaph2
Condensin II	Ncapg2
Condensin II	Smc4
COG complex	Cog7
COG complex	Cog2
COG complex	Cog1
COG complex	Cog3
COG complex	Cog8
COG complex	Cog4
COG complex	Cog5
COG complex	Cog6
Cohesin-SA1 complex	Rad21
Cohesin-SA1 complex	Smc1a
Cohesin-SA1 complex	Stag1
Cohesin-SA1 complex	Smc3
Cohesin-SA2 complex	Rad21
Cohesin-SA2 complex	Smc1a
Cohesin-SA2 complex	Stag2
Cohesin-SA2 complex	Smc3
Protein-sorting complex (Stam1, Hgs, Eps15)	Stam
MRN complex (MRE11-RAD50-NBN complex)	Nbn
MRN complex (MRE11-RAD50-NBN complex)	Rad50
OGT-TRAK1-TRAK2 complex	Ogt
OGT-TRAK1-TRAK2 complex	Trak2
OGT-TRAK1-TRAK2 complex	Trak1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs8
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa4
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufab1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs4
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb5
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb3
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufc1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa2
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs5
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs7
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs2
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs6
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs3
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb6
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa3
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb4
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb8
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb2
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa7
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa10
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb10
Respiratory chain complex I (holoenzyme), mitochondrial	Mtnd1
Respiratory chain complex I (holoenzyme), mitochondrial	Mtnd2
Respiratory chain complex I (holoenzyme), mitochondrial	Mtnd3
Respiratory chain complex I (holoenzyme), mitochondrial	Mtnd5
Respiratory chain complex I (holoenzyme), mitochondrial	Mtnd6
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb7
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufv2
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufs1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufv1
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa8
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufv3
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa6
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa5
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa9
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa11
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb11
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa13
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufa12
Respiratory chain complex I (holoenzyme), mitochondrial	Ndufb9
PNUTS-PP1 complex	Ppp1ca
PNUTS-PP1 complex	Ppp1r10
26S proteasome	Psma7
26S proteasome	Psmc3
26S proteasome	Psmb1
26S proteasome	Psma1
26S proteasome	Psma2
26S proteasome	Psma3
26S proteasome	Psma4
26S proteasome	Psma5
26S proteasome	Psmb4
26S proteasome	Psmb6
26S proteasome	Psmb5
26S proteasome	Psmc2
26S proteasome	Psmc4
26S proteasome	Psmb3
26S proteasome	Psmb2
26S proteasome	Psmd4
26S proteasome	Psma6
26S proteasome	Psmc1
26S proteasome	Psmc5
26S proteasome	Psmc6
26S proteasome	Psmb7
26S proteasome	Psmd13
Wave-2 complex	Cyfip1
Wave-2 complex	Abi1
Wave-2 complex	Brk1
Wave-2 complex	Nckap1
Wave-2 complex	Wasf2
BAF complex	Arid1a
BAF complex	Actl6b
BAF complex	Actl6a
BAF complex	Smarca2
BAF complex	Smarca4
BAF complex	Actb
BAF complex	Actg1
BAF complex	Smarcb1
BAF complex	Arid1b
BAF complex	Smarcc2
BAF complex	Smarcc1
BAF complex	Smarce1
BAF complex	Smarcd1
Mitotic checkpoint complex (MCC)	Bub3
Mitotic checkpoint complex (MCC)	Bub1b
Mitotic checkpoint complex (MCC)	Cdc20
Mitotic checkpoint complex (MCC)	Mad2l1
20S proteasome	Psma7
20S proteasome	Psmb1
20S proteasome	Psma1
20S proteasome	Psma2
20S proteasome	Psma3
20S proteasome	Psma4
20S proteasome	Psma5
20S proteasome	Psmb4
20S proteasome	Psmb6
20S proteasome	Psmb5
20S proteasome	Psmb3
20S proteasome	Psmb2
20S proteasome	Psma6
20S proteasome	Psmb7
PA28-20S proteasome	Psma7
PA28-20S proteasome	Psmb1
PA28-20S proteasome	Psma1
PA28-20S proteasome	Psma2
PA28-20S proteasome	Psma3
PA28-20S proteasome	Psma4
PA28-20S proteasome	Psma5
PA28-20S proteasome	Psmb4
PA28-20S proteasome	Psmb6
PA28-20S proteasome	Psmb5
PA28-20S proteasome	Psmb3
PA28-20S proteasome	Psmb2
PA28-20S proteasome	Psma6
PA28-20S proteasome	Psme1
PA28-20S proteasome	Psmb7
PA28-20S proteasome	Psme2
PA700-20S-PA28 complex	Psmd11
PA700-20S-PA28 complex	Psmd12
PA700-20S-PA28 complex	Psmd9
PA700-20S-PA28 complex	Psmd14
PA700-20S-PA28 complex	Psma7
PA700-20S-PA28 complex	Psmd3
PA700-20S-PA28 complex	Psmd10
PA700-20S-PA28 complex	Psmc3
PA700-20S-PA28 complex	Psmb1
PA700-20S-PA28 complex	Psma1
PA700-20S-PA28 complex	Psma2
PA700-20S-PA28 complex	Psma3
PA700-20S-PA28 complex	Psma4
PA700-20S-PA28 complex	Psma5
PA700-20S-PA28 complex	Psmb4
PA700-20S-PA28 complex	Psmb6
PA700-20S-PA28 complex	Psmb5
PA700-20S-PA28 complex	Psmc2
PA700-20S-PA28 complex	Psmc4
PA700-20S-PA28 complex	Psmd8
PA700-20S-PA28 complex	Psmb3
PA700-20S-PA28 complex	Psmb2
PA700-20S-PA28 complex	Psmd7
PA700-20S-PA28 complex	Psmd4
PA700-20S-PA28 complex	Psma6
PA700-20S-PA28 complex	Psmc1
PA700-20S-PA28 complex	Psmc5
PA700-20S-PA28 complex	Psmc6
PA700-20S-PA28 complex	Psme1
PA700-20S-PA28 complex	Psmd2
PA700-20S-PA28 complex	Psmd6
PA700-20S-PA28 complex	Psmd5
PA700-20S-PA28 complex	Psmb7
PA700-20S-PA28 complex	Psmd1
PA700-20S-PA28 complex	Psme2
PA700-20S-PA28 complex	Psmd13
PA28gamma-20S proteasome	Psma7
PA28gamma-20S proteasome	Psmb1
PA28gamma-20S proteasome	Psma1
PA28gamma-20S proteasome	Psma2
PA28gamma-20S proteasome	Psma3
PA28gamma-20S proteasome	Psma4
PA28gamma-20S proteasome	Psma5
PA28gamma-20S proteasome	Psmb4
PA28gamma-20S proteasome	Psmb6
PA28gamma-20S proteasome	Psmb5
PA28gamma-20S proteasome	Psmb3
PA28gamma-20S proteasome	Psmb2
PA28gamma-20S proteasome	Psma6
PA28gamma-20S proteasome	Psme3
PA28gamma-20S proteasome	Psmb7
HUIC complex	Brca1
HUIC complex	Bard1
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Vhl
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Rbx1
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Cul2
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Cul5
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Asb2
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Rnf7
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Cul5
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Rnf7
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Asb1
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Cul5
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Asb6
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Rnf7
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Cul5
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Asb7
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Rnf7
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Asb12
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Cul5
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Rnf7
DNA ligase IV-XRCC1 complex	Xrcc1
DNA ligase IV-XRCC1 complex	Lig4
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Rbx1
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Cul5
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Wsb1
CAND1-CUL1-RBX1 complex	Rbx1
CAND1-CUL1-RBX1 complex	Cul1
CAND1-CUL1-RBX1 complex	Cand1
ARF-Mule complex	Npm1
ARF-Mule complex	Huwe1
CAND1-CUL2-RBX1 complex	Rbx1
CAND1-CUL2-RBX1 complex	Cul2
CAND1-CUL2-RBX1 complex	Cand1
CAND1-CUL3-RBX1 complex	Rbx1
CAND1-CUL3-RBX1 complex	Cul3
CAND1-CUL3-RBX1 complex	Cand1
CAND1-CUL4A-RBX1 complex	Rbx1
CAND1-CUL4A-RBX1 complex	Cul4a
CAND1-CUL4A-RBX1 complex	Cand1
CAND1-CUL4B-RBX1 complex	Rbx1
CAND1-CUL4B-RBX1 complex	Cul4b
CAND1-CUL4B-RBX1 complex	Cand1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Skp1
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Skp2
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Cul1
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Skp1
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Cul1
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Btrc
SMCC complex	Med14
SMCC complex	Med24
SMCC complex	Med6
SMCC complex	Ccnc
SMCC complex	Cdk8
SMCC complex	Med21
SMCC complex	Med1
SMCC complex	Med31
NAT complex	Med14
NAT complex	Med6
NAT complex	Ccnc
NAT complex	Cdk8
NAT complex	Med21
NAT complex	Med10
NAT complex	Med23
Mediator complex	Med19
Mediator complex	Med7
Mediator complex	Med14
Mediator complex	Med24
Mediator complex	Med6
Mediator complex	Med26
Mediator complex	Ccnc
Mediator complex	Cdk8
Mediator complex	Med21
Mediator complex	Med22
