"complex","target"
"Cohesin-SA2 complex","SMC3"
"MRN complex (MRE11-RAD50-NBN complex)","RAD50"
"Respiratory chain complex I (holoenzyme), mitochondrial","ACP1"
"26S proteasome","RPT5"
"26S proteasome","PRE7"
"26S proteasome","PRE5"
"26S proteasome","PRE8"
"26S proteasome","PRE10"
"26S proteasome","PRE9"
"26S proteasome","PUP2"
"26S proteasome","PRE4"
"26S proteasome","RPT1"
"26S proteasome","RPT3"
"26S proteasome","PUP3"
"26S proteasome","PRE1"
"26S proteasome","SCL1"
"26S proteasome","RPT2"
"26S proteasome","RPT6"
"26S proteasome","RPT4"
"26S proteasome","RPN9"
"Mitotic checkpoint complex (MCC)","BUB3"
"Mitotic checkpoint complex (MCC)","MAD2"
"20S proteasome","PRE7"
"20S proteasome","PRE5"
"20S proteasome","PRE8"
"20S proteasome","PRE10"
"20S proteasome","PRE9"
"20S proteasome","PUP2"
"20S proteasome","PRE4"
"20S proteasome","PUP3"
"20S proteasome","PRE1"
"20S proteasome","SCL1"
"PA28-20S proteasome","PRE7"
"PA28-20S proteasome","PRE5"
"PA28-20S proteasome","PRE8"
"PA28-20S proteasome","PRE10"
"PA28-20S proteasome","PRE9"
"PA28-20S proteasome","PUP2"
"PA28-20S proteasome","PRE4"
"PA28-20S proteasome","PUP3"
"PA28-20S proteasome","PRE1"
"PA28-20S proteasome","SCL1"
"PA700-20S-PA28 complex","RPN6"
"PA700-20S-PA28 complex","RPN5"
"PA700-20S-PA28 complex","NAS2"
"PA700-20S-PA28 complex","RPN3"
"PA700-20S-PA28 complex","RPT5"
"PA700-20S-PA28 complex","PRE7"
"PA700-20S-PA28 complex","PRE5"
"PA700-20S-PA28 complex","PRE8"
"PA700-20S-PA28 complex","PRE10"
"PA700-20S-PA28 complex","PRE9"
"PA700-20S-PA28 complex","PUP2"
"PA700-20S-PA28 complex","PRE4"
"PA700-20S-PA28 complex","RPT1"
"PA700-20S-PA28 complex","RPT3"
"PA700-20S-PA28 complex","RPN12"
"PA700-20S-PA28 complex","PUP3"
"PA700-20S-PA28 complex","PRE1"
"PA700-20S-PA28 complex","SCL1"
"PA700-20S-PA28 complex","RPT2"
"PA700-20S-PA28 complex","RPT6"
"PA700-20S-PA28 complex","RPT4"
"PA700-20S-PA28 complex","RPN1"
"PA700-20S-PA28 complex","RPN7"
"PA700-20S-PA28 complex","RPN2"
"PA700-20S-PA28 complex","RPN9"
"PA28gamma-20S proteasome","PRE7"
"PA28gamma-20S proteasome","PRE5"
"PA28gamma-20S proteasome","PRE8"
"PA28gamma-20S proteasome","PRE10"
"PA28gamma-20S proteasome","PRE9"
"PA28gamma-20S proteasome","PUP2"
"PA28gamma-20S proteasome","PRE4"
"PA28gamma-20S proteasome","PUP3"
"PA28gamma-20S proteasome","PRE1"
"PA28gamma-20S proteasome","SCL1"
"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)","HRT1"
"DNA ligase IV-XRCC1 complex","DNL4"
"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)","HRT1"
"CAND1-CUL1-RBX1 complex","HRT1"
"CAND1-CUL1-RBX1 complex","CDC53"
"CAND1-CUL2-RBX1 complex","HRT1"
"CAND1-CUL3-RBX1 complex","HRT1"
"CAND1-CUL4A-RBX1 complex","HRT1"
"CAND1-CUL4B-RBX1 complex","HRT1"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","SKP1"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","CDC53"
"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)","SKP1"
"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)","CDC53"
"SMCC complex","RGR1"
"SMCC complex","MED6"
"SMCC complex","SSN8"
"SMCC complex","SRB7"
"SMCC complex","SOH1"
"NAT complex","RGR1"
"NAT complex","MED6"
"NAT complex","SSN8"
"NAT complex","SRB7"
"NAT complex","NUT2"
"Mediator complex","MED7"
"Mediator complex","RGR1"
"Mediator complex","MED6"
"Mediator complex","SSN8"
"Mediator complex","SRB7"
"Mediator complex","NUT2"
"Mediator complex","SOH1"
"ARC complex","MED7"
"ARC complex","RGR1"
"ARC complex","MED6"
"HuCHRAC complex","DPB4"
"BRAFT complex","RFA1"
"BRAFT complex","MLH1"
"BRAFT complex","TOP3"
"BLM complex III","MLH1"
"BLM complex III","TOP3"
"RAD51C-XRCC3 complex","RAD57"
"TBPIP/HOP2-MND1 complex","MND1"
"TBPIP/HOP2-MND1 complex","HOP2"
"RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","RAD57"
"R/M complex (RAD50-MRE11 complex)","RAD50"
"ATR-ATRIP complex","MEC1"
"RAD17-RFC complex","RAD24"
"RAD17-RFC complex","RFC2"
"RAD17-RFC complex","RFC4"
"RAD17-RFC complex","RFC3"
"RAD17-RFC complex","RFC5"
"9-1-1-RAD17-RFC complex","RAD17"
"9-1-1-RAD17-RFC complex","RAD24"
"9-1-1-RAD17-RFC complex","RFC2"
"9-1-1-RAD17-RFC complex","RFC4"
"9-1-1-RAD17-RFC complex","RFC3"
"9-1-1-RAD17-RFC complex","RFC5"
"RFC complex","RFC2"
"RFC complex","RFC4"
"RFC complex","RFC1"
"RFC complex","RFC3"
"RFC complex","RFC5"
"RFC core complex","RFC2"
"RFC core complex","RFC4"
"RFC core complex","RFC3"
"SNF2h-cohesin-NuRD complex","MSI1"
"SNF2h-cohesin-NuRD complex","SMC3"
"CRSP complex","MED7"
"CRSP complex","RGR1"
"CRSP complex","MED6"
"CRSP complex","SRB7"
"PCNA-MLH1-PMS1 complex","POL30"
"PCNA-MLH1-PMS1 complex","MLH1"
"PCNA-MSH2-MSH6 complex","POL30"
"PCNA-MSH2-MSH6 complex","MSH2"
"ARC-L complex","MED7"
"ARC-L complex","RGR1"
"ARC-L complex","MED6"
"ARC-L complex","SSN8"
"ARC-L complex","SRB7"
"ARC complex","SSN8"
"ARC complex","SRB7"
"PCNA-DNA polymerase delta complex","POL30"
"PCNA-DNA polymerase delta complex","POL3"
"PCNA-DNA polymerase delta complex","POL31"
"PC2 complex","MED7"
"PC2 complex","RGR1"
"PC2 complex","MED6"
"PC2 complex","SRB7"
"PC2 complex","NUT2"
"PC2 complex","SOH1"
"SMCC complex","MED7"
"SMCC complex","NUT2"
"INO80 chromatin remodeling complex","IES6"
"INO80 chromatin remodeling complex","ARP8"
"INO80 chromatin remodeling complex","ARP5"
"INO80 chromatin remodeling complex","RVB2"
"INO80 chromatin remodeling complex","RVB1"
"SRCAP-associated chromatin remodeling complex","VPS71"
"SRCAP-associated chromatin remodeling complex","YAF9"
"SRCAP-associated chromatin remodeling complex","VPS72"
"SRCAP-associated chromatin remodeling complex","ARP6"
"SRCAP-associated chromatin remodeling complex","RVB2"
"SRCAP-associated chromatin remodeling complex","RVB1"
"Ribosome, cytoplasmic","RPS2"
"Ribosome, cytoplasmic","RPS3"
"Ribosome, cytoplasmic","RPS12"
"Ribosome, cytoplasmic","RPL28"
"Ribosome, cytoplasmic","RPL5"
"Ribosome, cytoplasmic","RPS5"
"Ribosome, cytoplasmic","RPL29"
"Ribosome, cytoplasmic","RPS20"
"Ribosome, cytoplasmic","RPS13"
"Ribosome, cytoplasmic","RPL25"
"Ribosome, cytoplasmic","RPS15"
"Ribosome, cytoplasmic","RPL30"
"Ribosome, cytoplasmic","RPL32"
"Ribosome, cytoplasmic","RPS31"
"Ribosome, cytoplasmic","RPL38"
"60S ribosomal subunit, cytoplasmic","RPL28"
"60S ribosomal subunit, cytoplasmic","RPL5"
"60S ribosomal subunit, cytoplasmic","RPL29"
"60S ribosomal subunit, cytoplasmic","RPL25"
"60S ribosomal subunit, cytoplasmic","RPL30"
"60S ribosomal subunit, cytoplasmic","RPL32"
"60S ribosomal subunit, cytoplasmic","RPL38"
"RC complex","POL3"
"RC complex","POL31"
"RC complex","RFC5"
"RC complex","POL12"
"Cell cycle kinase complex CDC2","POL30"
"Cell cycle kinase complex CDK2","POL30"
"Cell cycle kinase complex CDK4","POL30"
"Cell cycle kinase complex CDK5","POL30"
"PCNA-p21 complex","POL30"
"28S ribosomal subunit, mitochondrial","MRPS12"
"28S ribosomal subunit, mitochondrial","MRP2"
"28S ribosomal subunit, mitochondrial","RSM23"
"28S ribosomal subunit, mitochondrial","RSM10"
"28S ribosomal subunit, mitochondrial","RSM24"
"28S ribosomal subunit, mitochondrial","MRPS5"
"28S ribosomal subunit, mitochondrial","MRPS28"
"28S ribosomal subunit, mitochondrial","MRP17"
"28S ribosomal subunit, mitochondrial","MRPS9"
"28S ribosomal subunit, mitochondrial","MRP4"
"28S ribosomal subunit, mitochondrial","MRPS16"
"55S ribosome, mitochondrial","MRPS12"
"55S ribosome, mitochondrial","MRP2"
"55S ribosome, mitochondrial","MRPL39"
"55S ribosome, mitochondrial","MRPL9"
"55S ribosome, mitochondrial","IMG1"
"55S ribosome, mitochondrial","RSM23"
"55S ribosome, mitochondrial","MNP1"
"55S ribosome, mitochondrial","RSM10"
"55S ribosome, mitochondrial","RSM24"
"55S ribosome, mitochondrial","MRPS5"
"55S ribosome, mitochondrial","MRPS28"
"55S ribosome, mitochondrial","MRP17"
"55S ribosome, mitochondrial","MRPS9"
"55S ribosome, mitochondrial","IMG2"
"55S ribosome, mitochondrial","MRP20"
"55S ribosome, mitochondrial","RML2"
"55S ribosome, mitochondrial","MRPL27"
"55S ribosome, mitochondrial","MRPL51"
"55S ribosome, mitochondrial","YDR115W"
"55S ribosome, mitochondrial","KRE29"
"55S ribosome, mitochondrial","MRPL23"
"55S ribosome, mitochondrial","YML6"
"55S ribosome, mitochondrial","MRPL1"
"55S ribosome, mitochondrial","MRPL17"
"55S ribosome, mitochondrial","MRPL4"
"55S ribosome, mitochondrial","MRPL28"
"55S ribosome, mitochondrial","MRPL8"
"55S ribosome, mitochondrial","MRPL22"
"55S ribosome, mitochondrial","MRPL16"
"55S ribosome, mitochondrial","MRPL10"
"55S ribosome, mitochondrial","RTC6"
"55S ribosome, mitochondrial","MRP7"
"55S ribosome, mitochondrial","MRP4"
"55S ribosome, mitochondrial","MRPL19"
"55S ribosome, mitochondrial","MRPS16"
"DNA-PK-Ku complex","YKU70"
"DNA-PK-Ku complex","YKU80"
"39S ribosomal subunit, mitochondrial","MRPL39"
"39S ribosomal subunit, mitochondrial","MRPL9"
"39S ribosomal subunit, mitochondrial","IMG1"
"39S ribosomal subunit, mitochondrial","MNP1"
"39S ribosomal subunit, mitochondrial","IMG2"
"39S ribosomal subunit, mitochondrial","MRP20"
"39S ribosomal subunit, mitochondrial","RML2"
"39S ribosomal subunit, mitochondrial","MRPL27"
"39S ribosomal subunit, mitochondrial","MRPL51"
"39S ribosomal subunit, mitochondrial","YDR115W"
"39S ribosomal subunit, mitochondrial","KRE29"
"39S ribosomal subunit, mitochondrial","MRPL23"
"39S ribosomal subunit, mitochondrial","YML6"
"39S ribosomal subunit, mitochondrial","MRPL1"
"39S ribosomal subunit, mitochondrial","MRPL17"
"39S ribosomal subunit, mitochondrial","MRPL4"
"39S ribosomal subunit, mitochondrial","MRPL28"
"39S ribosomal subunit, mitochondrial","MRPL8"
"39S ribosomal subunit, mitochondrial","MRPL22"
"39S ribosomal subunit, mitochondrial","MRPL16"
"39S ribosomal subunit, mitochondrial","MRPL10"
"39S ribosomal subunit, mitochondrial","RTC6"
"39S ribosomal subunit, mitochondrial","MRP7"
"39S ribosomal subunit, mitochondrial","MRPL19"
"Ku antigen complex","YKU70"
"Ku antigen complex","YKU80"
"DNA ligase IV-XRCC4-AHNK complex","DNL4"
"40S ribosomal subunit, cytoplasmic","RPS2"
"40S ribosomal subunit, cytoplasmic","RPS3"
"40S ribosomal subunit, cytoplasmic","RPS12"
"40S ribosomal subunit, cytoplasmic","RPS5"
"40S ribosomal subunit, cytoplasmic","RPS20"
"40S ribosomal subunit, cytoplasmic","RPS13"
"40S ribosomal subunit, cytoplasmic","RPS15"
"40S ribosomal subunit, cytoplasmic","RPS31"
"DNA ligase IV-XRCC4 complex","DNL4"
"DNA ligase IV-XRCC4-PNK complex","DNL4"
"DNA ligase IV-XRCC4-PNK complex","TPP1"
"Spliceosome","SNU66"
"Spliceosome","PRP3"
"Spliceosome","PRP46"
"Spliceosome","CUS2"
"Spliceosome","CDC40"
"Spliceosome","HSH155"
"Spliceosome","PRP6"
"Spliceosome","SLU7"
"Spliceosome","LIN1"
"Spliceosome","SNP1"
"Spliceosome","YHC1"
"Spliceosome","LEA1"
"Spliceosome","DBP2"
"Spliceosome","MUD2"
"Spliceosome","BUD31"
"Spliceosome","SNU71"
"Spliceosome","CBC2"
"Spliceosome","SNU13"
"Spliceosome","SME1"
"Spliceosome","SMX3"
"Spliceosome","LSM3"
"Spliceosome","LSM6"
"Spliceosome","SMD1"
"Spliceosome","SMD2"
"Spliceosome","SMD3"
"Spliceosome","DIB1"
"Spliceosome","STO1"
"Spliceosome","PRP9"
"Spliceosome","CUS1"
"Spliceosome","PRP45"
"Spliceosome","RSE1"
"Spliceosome","HSH49"
"Spliceosome","PRP11"
"Spliceosome","PRP21"
"Spliceosome","MSL5"
"Spliceosome","SAD1"
"Spliceosome","PRP8"
"Spliceosome","PRP5"
"Spliceosome","THO2"
"Spliceosome","PRP31"
"Spliceosome","CEF1"
"Spliceosome","PRP18"
"Spliceosome","BUD13"
"Spliceosome","CLF1"
"Spliceosome","CWC22"
"Spliceosome","SYF1"
"Spliceosome","ECM2"
"Spliceosome","CWC15"
"Spliceosome","SPP382"
"Spliceosome","LSM7"
"Spliceosome","ISY1"
"Spliceosome","PRP19"
"Spliceosome","CWC21"
"Spliceosome","LSM2"
"Spliceosome","LSM4"
"DNA ligase IV-condensin complex","SMC2"
"DNA ligase IV-condensin complex","DNL4"
"DNA ligase IV-condensin complex","SMC4"
"DNA ligase IV-XRCC4-XLF complex","DNL4"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","TPP1"
"ERCC1-ERCC4-MSH2 complex","RAD10"
"ERCC1-ERCC4-MSH2 complex","MSH2"
"ERCC1-ERCC4-MSH2 complex","RAD1"
"MSH2-MSH6-PMS2-MLH1 complex","MLH1"
"MSH2-MSH6-PMS2-MLH1 complex","MSH2"
"MSH2-MSH6-PMS1-MLH1 complex","MLH1"
"MSH2-MSH6-PMS1-MLH1 complex","MSH2"
"Structure-specific endonulease complex","RAD10"
"Structure-specific endonulease complex","RAD1"
"Vacuolar ATPase","VMA3"
"Vacuolar ATPase","VMA1"
"Vacuolar ATPase","VMA8"
"Vacuolar ATPase","VMA7"
"MSH2-MSH6 complex","MSH2"
"MSH2-MSH3 complex","MSH2"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","POL30"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","MLH1"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","MSH2"
"MutL-alpha complex","MLH1"
"MutL-beta complex","MLH1"
"MCM complex","MCM3"
"MCM complex","MCM4"
"MCM complex","MCM5"
"MCM complex","MCM7"
"MCM complex","MCM2"
"MCM complex","MCM6"
"ORC complex (origin recognition complex)","ORC5"
"ORC complex (origin recognition complex)","ORC4"
"ORC complex (origin recognition complex)","ORC1"
"ORC complex (origin recognition complex)","ORC2"
"ORC complex (origin recognition complex)","ORC3"
"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)","SKP1"
"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)","CDC53"
"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)","HRT1"
"Succinyl-CoA synthetase, GDP-forming","LSC1"
"Succinyl-CoA synthetase, ADP-forming","LSC1"
"Succinyl-CoA synthetase, ADP-forming","LSC2"
"Respiratory chain complex I, mitochondrial","ACP1"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ACP1"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","ACP1"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","CYT1"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","QCR7"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","QCR8"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","QCR2"
"Farnesyltransferase","RAM2"
"EXO1-MLH1-PMS2 complex","MLH1"
"EXO1-MLH1-PCNA complex","POL30"
"EXO1-MLH1-PCNA complex","MLH1"
"MSH4-MSH5-GPS2 complex","MSH4"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","VPS34"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","VPS15"
"18S U11/U12 snRNP","HSH155"
"18S U11/U12 snRNP","SME1"
"18S U11/U12 snRNP","SMX3"
"18S U11/U12 snRNP","SMD1"
"18S U11/U12 snRNP","SMD2"
"18S U11/U12 snRNP","SMD3"
"18S U11/U12 snRNP","CUS1"
"18S U11/U12 snRNP","RSE1"
"18S U11/U12 snRNP","HSH49"
"18S U11/U12 snRNP","PRP8"
"18S U11/U12 snRNP","YSF3"
"BASC complex (BRCA1-associated genome surveillance complex)","RFC2"
"BASC complex (BRCA1-associated genome surveillance complex)","RFC4"
"BASC complex (BRCA1-associated genome surveillance complex)","RFC1"
"BASC complex (BRCA1-associated genome surveillance complex)","MLH1"
"BASC complex (BRCA1-associated genome surveillance complex)","MSH2"
"BASC complex (BRCA1-associated genome surveillance complex)","TEL1"
"BASC complex (BRCA1-associated genome surveillance complex)","RAD50"
"GCN5-TRRAP histone acetyltransferase complex","SPT3"
"GCN5-TRRAP histone acetyltransferase complex","NGG1"
"GCN5-TRRAP histone acetyltransferase complex","MSH2"
"GCN5-TRRAP histone acetyltransferase complex","TAF10"
"GCN5-TRRAP histone acetyltransferase complex","TRA1"
"TFTC-type histone acetyl transferase complex","RGR1"
"TFTC-type histone acetyl transferase complex","TRA1"
"BP-SMAD complex","RPT5"
"BP-SMAD complex","SSL2"
"Signal peptidase complex","SPC3"
"Signal peptidase complex","SPC1"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","SPT3"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","NGG1"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF6"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF10"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","RSE1"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF5"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF12"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF2"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TRA1"
"TFIID-beta complex","TAF6"
"TFIID-beta complex","TAF10"
"TFIID-beta complex","TAF5"
"TFIID-beta complex","TAF13"
"TFIID-beta complex","TAF11"
"TFIID-beta complex","TAF12"
"TFIID-beta complex","TAF2"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF13"
"PCAF complex","ADA2"
"PCAF complex","SPT3"
"PCAF complex","NGG1"
"PCAF complex","TAF10"
"PCAF complex","TAF12"
"PCAF complex","TRA1"
"STAGA complex","SPT3"
"STAGA complex","NGG1"
"STAGA complex","TAF10"
"STAGA complex","RSE1"
"STAGA complex","TAF12"
"STAGA complex","TRA1"
"STAGA core complex","SPT3"
"TFIID complex","TAF6"
"TFIID complex","TAF10"
"TFIID complex","TAF5"
"TFIID complex","TAF13"
"TFIID complex","TAF11"
"TFIID complex","TAF12"
"TFIID complex, B-cell specific","TAF6"
"TFIID complex, B-cell specific","TAF10"
"TFIID complex, B-cell specific","TAF5"
"TFIID complex, B-cell specific","TAF13"
"TFIID complex, B-cell specific","TAF11"
"TFIID complex, B-cell specific","TAF12"
"TFIIA complex","TOA2"
"DA complex","TAF6"
"DA complex","TOA2"
"DA complex","TAF10"
"DA complex","TAF5"
"DA complex","TAF13"
"DA complex","TAF11"
"DA complex","TAF12"
"DA complex","TAF2"
"DAB complex","TAF6"
"DAB complex","TOA2"
"DAB complex","SUA7"
"DAB complex","TAF10"
"DAB complex","TAF5"
"DAB complex","TAF13"
"DAB complex","TAF11"
"DAB complex","TAF12"
"DAB complex","TAF2"
"TIP60 histone acetylase complex","RVB2"
"TIP60 histone acetylase complex","RVB1"
"TIP60 histone acetylase complex","TRA1"
"NuA4/Tip60-HAT complex","YAF9"
"NuA4/Tip60-HAT complex","EAF6"
"NuA4/Tip60-HAT complex","SWC4"
"NuA4/Tip60-HAT complex","EAF7"
"NuA4/Tip60-HAT complex","RVB2"
"NuA4/Tip60-HAT complex","RVB1"
"NuA4/Tip60-HAT complex","TRA1"
"NuA4/Tip60-HAT complex","VPS72"
"Cytochrome c oxidase, mitochondrial","COX3"
"Cytochrome c oxidase, mitochondrial","COX6"
"Cytochrome c oxidase, mitochondrial","COX4"
"Cytochrome c oxidase, mitochondrial","COX8"
"Cytochrome c oxidase, mitochondrial","COX2"
"XPA-ERCC1-ERCC4 complex","RAD10"
"XPA-ERCC1-ERCC4 complex","RAD14"
"XPA-ERCC1-ERCC4 complex","RAD1"
"IMP3-IMP4-MPP10 complex","MPP10"
"IMP3-IMP4-MPP10 complex","IMP4"
"IMP3-IMP4-MPP10 complex","IMP3"
"TRAP complex","MED6"
"TRAP complex","SSN8"
"TRAP complex","SRB7"
"TRAP complex","NUT2"
"TRAP complex","SOH1"
"DRIP complex","MED7"
"DRIP complex","RGR1"
"DRIP complex","MED6"
"core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex","FCF2"
"Decapping complex","DHH1"
"Decapping complex","DCP2"
"LSm1-7 complex","LSM1"
"LSm1-7 complex","LSM3"
"LSm1-7 complex","LSM6"
