"complex","target"
"Mediator complex","A0A3Q7F6U7"
"Mediator complex","A0A3Q7H1M0"
"Mediator complex","A0A3Q7F5P7"
"Mediator complex","A0A3Q7FKU8"
"Mediator complex","A0A3Q7IJE3"
"Mediator complex","A0A3Q7GUT5"
"Mediator complex","A0A3Q7HAQ8"
"ARC complex","A0A3Q7GAJ8"
"ARC complex","A0A3Q7F6U7"
"ARC complex","A0A3Q7GUT5"
"ARC complex","A0A3Q7HAQ8"
"HuCHRAC complex","A0A3Q7IZT6"
"BRAFT complex","A0A3Q7HQT4"
"BRAFT complex","A0A3Q7G2Q3"
"BLM complex III","A0A3Q7G2Q3"
"RAD51C-XRCC3 complex","A0A3Q7HD90"
"TBPIP/HOP2-MND1 complex","A0A3Q7JRW0"
"TBPIP/HOP2-MND1 complex","A0A3Q7GFI7"
"RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex","A0A3Q7HD90"
"R/M complex (RAD50-MRE11 complex)","A0A3Q7HGI7"
"ATR-ATRIP complex","A0A3Q7EUE6"
"RAD17-RFC complex","A0A3Q7F6L9"
"RAD17-RFC complex","A0A3Q7ISG3"
"RAD17-RFC complex","A0A3Q7HVT6"
"RAD17-RFC complex","A0A3Q7GX64"
"9-1-1-RAD17-RFC complex","A0A3Q7F6L9"
"9-1-1-RAD17-RFC complex","A0A3Q7ISG3"
"9-1-1-RAD17-RFC complex","A0A3Q7HVT6"
"9-1-1-RAD17-RFC complex","A0A3Q7GX64"
"RFC complex","A0A3Q7ISG3"
"RFC complex","A0A3Q7HVT6"
"RFC complex","A0A3Q7GX64"
"RFC core complex","A0A3Q7ISG3"
"RFC core complex","A0A3Q7HVT6"
"RFC core complex","A0A3Q7GX64"
"SNF2h-cohesin-NuRD complex","A0A3Q7GZH8"
"CRSP complex","A0A3Q7GAJ8"
"CRSP complex","A0A3Q7F6U7"
"CRSP complex","A0A3Q7F5P7"
"CRSP complex","A0A3Q7HAQ8"
"PCNA-MLH1-PMS1 complex","Q8H0Q1"
"PCNA-MLH1-PMS1 complex","A0A3Q7G2Q3"
"PCNA-MSH2-MSH6 complex","Q8H0Q1"
"PCNA-MSH2-MSH6 complex","A0A3Q7H0I8"
"ARC-L complex","A0A3Q7GAJ8"
"ARC-L complex","A0A3Q7F6U7"
"ARC-L complex","A0A3Q7H1M0"
"ARC-L complex","A0A3Q7F5P7"
"ARC-L complex","A0A3Q7GUT5"
"ARC-L complex","A0A3Q7HAQ8"
"ARC complex","A0A3Q7H1M0"
"ARC complex","A0A3Q7F5P7"
"PCNA-DNA polymerase delta complex","Q8H0Q1"
"PCNA-DNA polymerase delta complex","A0A3Q7ILH5"
"PCNA-DNA polymerase delta complex","A0A3Q7FIL9"
"PCNA-DNA polymerase delta complex","A0A3Q7IBS2"
"PC2 complex","A0A3Q7GAJ8"
"PC2 complex","A0A3Q7F6U7"
"PC2 complex","A0A3Q7F5P7"
"PC2 complex","A0A3Q7IJE3"
"SMCC complex","A0A3Q7GAJ8"
"SMCC complex","A0A3Q7IJE3"
"SMCC complex","A0A3Q7GUT5"
"INO80 chromatin remodeling complex","A0A3Q7HIZ3"
"INO80 chromatin remodeling complex","A0A3Q7I783"
"INO80 chromatin remodeling complex","A0A3Q7GS41"
"INO80 chromatin remodeling complex","A0A3Q7G0P2"
"INO80 chromatin remodeling complex","A0A3Q7G4Q1"
"SRCAP-associated chromatin remodeling complex","A0A3Q7FYU2"
"SRCAP-associated chromatin remodeling complex","A0A3Q7G4Q1"
"Ribosome, cytoplasmic","A0A3Q7GK12"
"Ribosome, cytoplasmic","A0A3Q7HCF5"
"Ribosome, cytoplasmic","A0A3Q7I5D6"
"Ribosome, cytoplasmic","A0A3Q7IMP3"
"60S ribosomal subunit, cytoplasmic","A0A3Q7GK12"
"RC complex","A0A3Q7ILH5"
"RC complex","A0A3Q7FIL9"
"RC complex","A0A3Q7GGU4"
"Cell cycle kinase complex CDC2","Q8H0Q1"
"Cell cycle kinase complex CDK2","Q8H0Q1"
"Cell cycle kinase complex CDK4","Q8H0Q1"
"Cell cycle kinase complex CDK5","Q8H0Q1"
"PCNA-p21 complex","Q8H0Q1"
"28S ribosomal subunit, mitochondrial","A0A3Q7HXU8"
"28S ribosomal subunit, mitochondrial","A0A3Q7FUC4"
"28S ribosomal subunit, mitochondrial","A0A3Q7JFC5"
"28S ribosomal subunit, mitochondrial","B3IWG3"
"55S ribosome, mitochondrial","Q2MI79"
"55S ribosome, mitochondrial","A0A3Q7HXU8"
"55S ribosome, mitochondrial","A0A3Q7FUC4"
"55S ribosome, mitochondrial","A0A3Q7JFC5"
"55S ribosome, mitochondrial","A0A3Q7IRI1"
"55S ribosome, mitochondrial","A0A3Q7G8M0"
"55S ribosome, mitochondrial","A0A3Q7G010"
"55S ribosome, mitochondrial","A0A3Q7HRD5"
"55S ribosome, mitochondrial","A0A3Q7EJ55"
"55S ribosome, mitochondrial","A0A3Q7FSY3"
"55S ribosome, mitochondrial","A0A3Q7GEI3"
"55S ribosome, mitochondrial","A0A3Q7H475"
"55S ribosome, mitochondrial","B3IWG3"
"DNA-PK-Ku complex","A0A3Q7I954"
"39S ribosomal subunit, mitochondrial","Q2MI79"
"39S ribosomal subunit, mitochondrial","A0A3Q7IRI1"
"39S ribosomal subunit, mitochondrial","A0A3Q7G8M0"
"39S ribosomal subunit, mitochondrial","A0A3Q7G010"
"39S ribosomal subunit, mitochondrial","A0A3Q7HRD5"
"39S ribosomal subunit, mitochondrial","A0A3Q7EJ55"
"39S ribosomal subunit, mitochondrial","A0A3Q7FSY3"
"39S ribosomal subunit, mitochondrial","A0A3Q7GEI3"
"39S ribosomal subunit, mitochondrial","A0A3Q7H475"
"Ku antigen complex","A0A3Q7I954"
"DNA ligase IV-XRCC4-AHNK complex","A0A3Q7I2L6"
"40S ribosomal subunit, cytoplasmic","A0A3Q7HCF5"
"40S ribosomal subunit, cytoplasmic","A0A3Q7I5D6"
"40S ribosomal subunit, cytoplasmic","A0A3Q7IMP3"
"DNA ligase IV-XRCC4 complex","A0A3Q7I2L6"
"DNA ligase IV-XRCC4-PNK complex","A0A3Q7I2L6"
"DNA ligase IV-XRCC4-PNK complex","A0A3Q7HE95"
"Spliceosome","A0A3Q7FY78"
"Spliceosome","A0A3Q7FEM6"
"Spliceosome","A0A3Q7F6E1"
"Spliceosome","A0A3Q7IQI5"
"Spliceosome","A0A3Q7F0F1"
"Spliceosome","A0A3Q7F4B9"
"Spliceosome","A0A3Q7FST2"
"Spliceosome","A0A3Q7ER66"
"Spliceosome","A0A3Q7I980"
"Spliceosome","A0A3Q7FTK4"
"Spliceosome","A0A3Q7EQD0"
"Spliceosome","A0A3Q7G987"
"Spliceosome","A0A3Q7F8P2"
"Spliceosome","A0A3Q7JFT1"
"Spliceosome","A0A3Q7INH3"
"Spliceosome","A0A3Q7IJG1"
"Spliceosome","A0A3Q7I6X8"
"Spliceosome","A0A3Q7J5A0"
"Spliceosome","A0A3Q7FN63"
"Spliceosome","A0A3Q7FB13"
"Spliceosome","A0A3Q7GFI2"
"Spliceosome","A0A494G9J1"
"Spliceosome","A0A3Q7H235"
"Spliceosome","A0A3Q7GEW0"
"Spliceosome","A0A3Q7I0H0"
"Spliceosome","A0A3Q7GJ22"
"Spliceosome","A0A3Q7HYL3"
"Spliceosome","A0A3Q7GD86"
"Spliceosome","A0A3Q7HRX8"
"Spliceosome","A0A3Q7F0U0"
"Spliceosome","A0A3Q7IR51"
"Spliceosome","A0A3Q7I563"
"Spliceosome","A0A3Q7HZW4"
"Spliceosome","A0A3Q7GJC5"
"Spliceosome","A0A3Q7IML6"
"Spliceosome","A0A3Q7FSR4"
"Spliceosome","A0A3Q7FI09"
"Spliceosome","A0A3Q7EM37"
"Spliceosome","A0A3Q7FN25"
"Spliceosome","A0A3Q7HIN8"
"Spliceosome","A0A3Q7G0D0"
"Spliceosome","A0A3Q7FIQ7"
"Spliceosome","A0A3Q7E988"
"Spliceosome","A0A3Q7I9V8"
"Spliceosome","A0A3Q7ITI1"
"Spliceosome","A0A3Q7HF18"
"Spliceosome","A0A3Q7I8V0"
"Spliceosome","A0A3Q7HQI0"
"Spliceosome","A0A3Q7E907"
"Spliceosome","A0A3Q7HZM9"
"Spliceosome","K4C7H6"
"Spliceosome","A0A3Q7EM05"
"DNA ligase IV-condensin complex","A0A3Q7FLD9"
"DNA ligase IV-condensin complex","A0A3Q7I2L6"
"DNA ligase IV-XRCC4-XLF complex","A0A3Q7I2L6"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","A0A3Q7HE95"
"ERCC1-ERCC4-MSH2 complex","A0A3Q7H0I8"
"MSH2-MSH6-PMS2-MLH1 complex","A0A3Q7G2Q3"
"MSH2-MSH6-PMS2-MLH1 complex","A0A3Q7H0I8"
"MSH2-MSH6-PMS1-MLH1 complex","A0A3Q7G2Q3"
"MSH2-MSH6-PMS1-MLH1 complex","A0A3Q7H0I8"
"Vacuolar ATPase","A0A3Q7F0I2"
"MSH2-MSH6 complex","A0A3Q7H0I8"
"MSH2-MSH3 complex","A0A3Q7H0I8"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","Q8H0Q1"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","A0A3Q7G2Q3"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","A0A3Q7H0I8"
"MutL-alpha complex","A0A3Q7G2Q3"
"MutL-beta complex","A0A3Q7G2Q3"
"Ubiquitin E3 ligase (UBADC1, RNF123)","A0A3Q7F4F3"
"MCM complex","A0A3Q7F3W7"
"MCM complex","A0A3Q7EV63"
"MCM complex","A0A3Q7EHI4"
"ORC complex (origin recognition complex)","A0A3Q7EL93"
"ORC complex (origin recognition complex)","A0A3Q7FFF7"
"ORC complex (origin recognition complex)","A0A494G932"
"ORC complex (origin recognition complex)","A0A3Q7J599"
"ORC complex (origin recognition complex)","A0A3Q7GCJ9"
"Respiratory chain complex I, mitochondrial","A0A3Q7EDQ2"
"Respiratory chain complex I, mitochondrial","A0A3Q7JJ90"
"Respiratory chain complex I, mitochondrial","A0A3Q7FPV4"
"Respiratory chain complex I, mitochondrial","A0A3Q7F8L3"
"Respiratory chain complex I, mitochondrial","A0A3Q7I365"
"Respiratory chain complex I, mitochondrial","A0A3Q7HI43"
"Respiratory chain complex I, mitochondrial","A0A3Q7FZJ2"
"Respiratory chain complex I, mitochondrial","A0A3Q7ETU1"
"Respiratory chain complex I, mitochondrial","A0A3Q7H403"
"Respiratory chain complex I, mitochondrial","A0A3Q7J836"
"Respiratory chain complex I, mitochondrial","A0A3Q7I832"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7JJ90"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7FPV4"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7F8L3"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7I365"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7HI43"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7FZJ2"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7H403"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","A0A3Q7I832"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7JJ90"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7FPV4"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7F8L3"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7FZJ2"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7H403"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","A0A3Q7I832"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","A0A3Q7FZJ2"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","A0A3Q7ETU1"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","A0A3Q7J836"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","A0A3Q7IKC4"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","A0A3Q7IZ93"
"EXO1-MLH1-PMS2 complex","A0A3Q7G2Q3"
"EXO1-MLH1-PCNA complex","Q8H0Q1"
"EXO1-MLH1-PCNA complex","A0A3Q7G2Q3"
"MSH4-MSH5-GPS2 complex","A0A3Q7IEM5"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","A0A3Q7GS54"
"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","A0A3Q7G106"
"18S U11/U12 snRNP","A0A3Q7JFT1"
"18S U11/U12 snRNP","A0A3Q7I6X8"
"18S U11/U12 snRNP","A0A3Q7GJ22"
"18S U11/U12 snRNP","A0A3Q7ETT1"
"18S U11/U12 snRNP","A0A3Q7JIL2"
"18S U11/U12 snRNP","A0A3Q7HQA1"
"18S U11/U12 snRNP","A0A3Q7E907"
"N-NOS-CHIP-HSP70-1 complex","A0A3Q7H2D3"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7F7N9"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7ISG3"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7HVT6"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7G2Q3"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7H0I8"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7FSB8"
"BASC complex (BRCA1-associated genome surveillance complex)","A0A3Q7HGI7"
"GCN5-TRRAP histone acetyltransferase complex","A0A3Q7H0I8"
"GCN5-TRRAP histone acetyltransferase complex","A0A3Q7JCU0"
"TFTC-type histone acetyl transferase complex","A0A3Q7F6U7"
"TFTC-type histone acetyl transferase complex","A0A3Q7GUT5"
"TFTC-type histone acetyl transferase complex","A0A3Q7HAQ8"
"BP-SMAD complex","A0A3Q7HUB7"
"Signal peptidase complex","A0A3Q7EN28"
"Signal peptidase complex","A0A494G8L7"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","A0A3Q7JCU0"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","A0A3Q7FT86"
"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)","A0A3Q7ISI7"
"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)","A0A3Q7GPD9"
"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)","A0A3Q7ISI7"
"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)","A0A3Q7GPD9"
"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)","A0A3Q7ISI7"
"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)","A0A3Q7GPD9"
"TFIID-beta complex","A0A3Q7JCU0"
"TFIID-beta complex","A0A3Q7FT86"
"PCAF complex","A0A3Q7JCU0"
"STAGA complex","A0A3Q7JCU0"
"TFIID complex","A0A3Q7JCU0"
"TFIID complex, B-cell specific","A0A3Q7JCU0"
"TFIIA complex","A0A3Q7JXR1"
"DA complex","A0A3Q7JXR1"
"DA complex","A0A3Q7JCU0"
"DA complex","A0A3Q7FT86"
"DAB complex","A0A3Q7JXR1"
"DAB complex","A0A3Q7JCU0"
"DAB complex","A0A3Q7FT86"
"TIP60 histone acetylase complex","A0A3Q7G4Q1"
"NuA4/Tip60-HAT complex","A0A3Q7J331"
"NuA4/Tip60-HAT complex","A0A3Q7EHC5"
"NuA4/Tip60-HAT complex","A0A3Q7G4Q1"
"NuA4/Tip60-HAT complex","A0A3Q7FYU2"
"IMP3-IMP4-MPP10 complex","A0A3Q7FQE2"
"IMP3-IMP4-MPP10 complex","A0A3Q7FXD5"
"TRAP complex","A0A3Q7H1M0"
"TRAP complex","A0A3Q7F5P7"
"TRAP complex","A0A3Q7IJE3"
"TRAP complex","A0A3Q7GUT5"
"DRIP complex","A0A3Q7GAJ8"
"DRIP complex","A0A3Q7F6U7"
"DRIP complex","A0A3Q7GUT5"
"DRIP complex","A0A3Q7HAQ8"
"core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex","A0A3Q7HG86"
"Decapping complex","A0A3Q7GNA3"
"LSm1-7 complex","A0A3Q7INH3"
"LSm1-7 complex","A0A3Q7IJG1"
"LSm1-7 complex","A0A3Q7ITI1"
"LSm2-8 complex","A0A3Q7H2V6"
"LSm2-8 complex","A0A3Q7INH3"
"LSm2-8 complex","A0A3Q7IJG1"
"LSm2-8 complex","A0A3Q7ITI1"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7IKC4"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7IZ93"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7EDQ2"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7JJ90"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7FPV4"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7F8L3"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7I365"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7HI43"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7FZJ2"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7ETU1"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7H403"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7J836"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","A0A3Q7I832"
"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial","A0A3Q7EMK5"
"CTF18-CTF8-DCC1-RFC3 complex","A0A3Q7EJ81"
"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)","A0A3Q7F7N9"
"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)","A0A3Q7HGI7"
"Tacc1-chTOG-AuroraA  complex","A0A3Q7FR38"
"AP3-BLOC1 complex","A0A3Q7FSY4"
"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","A0A3Q7FSD1"
"GINS complex","A0A3Q7JNQ8"
"GINS complex","A0A3Q7GEZ2"
"SIN3-SAP25 complex","A0A3Q7GHU0"
"ARD1-NATH complex","A0A3Q7F6D6"
"SNARE complex (RINT1, ZW10, p31, Stx18)","A0A3Q7HUN1"
"SNARE complex (RINT1, ZW10, p31, Stx18)","A0A3Q7FQI2"
"SNARE complex (RINT1, ZW10, p31)","A0A3Q7HUN1"
"SNARE complex (RINT1, ZW10, p31)","A0A3Q7FQI2"
"BRG1-SIN3A complex","A0A3Q7HJF8"
"BRM-SIN3A complex","A0A3Q7HJF8"
"P2X7 receptor signalling complex","A0A3Q7IWC7"
"DDB2 complex","A0A3Q7F4Q2"
"DDB2 complex","A0A3Q7I9L2"
"DDB2 complex","A0A3Q7FAS5"
"DDB2 complex","A0A3Q7FDZ3"
"CSA complex","A0A3Q7F4Q2"
"CSA complex","A0A3Q7JCK3"
"CSA complex","A0A3Q7I9L2"
"CSA complex","A0A3Q7FAS5"
"CSA complex","A0A3Q7FDZ3"
"CSA-POLIIa complex","A0A3Q7F4Q2"
"CSA-POLIIa complex","A0A3Q7JCK3"
"CSA-POLIIa complex","A0A3Q7I9L2"
