"protein_A","protein_B"
"ARP5","RVB2"
"ARP6","SWC1"
"ARP6","SWR1"
"ARP6","VPS71"
"ARP6","VPS72"
"ARP6","YLR385C"
"ARP7","RSC1"
"ARP7","RSC2"
"ARP7","RSC3"
"ARP7","RSC4"
"ARP7","RSC58"
"ARP7","RSC6"
"ARP7","RSC8"
"ARP7","RSC9"
"ARP7","RTT102"
"ARP7","SFH1"
"ARP7","SNF2"
"ARP7","STH1"
"ARP8","IES1"
"ARP8","IES3"
"ARP8","IES4"
"ARP8","IES5"
"ARP8","INO80"
"ARP8","NHP10"
"ARP8","RVB1"
"ARP8","RVB2"
"ARP9","RSC1"
"ARP9","RSC2"
"ARP9","RSC4"
"ARP9","RSC6"
"ARP9","RSC8"
"ARP9","RSC9"
"ARP9","RTT102"
"ARP9","SFH1"
"ARP9","SNF2"
"ARP9","STH1"
"ARP9","SWI1"
"ARP9","SWI3"
"ARR4","MDM39"
"ARX1","PSE1"
"ARX1","YJL122W"
"ASF1","CKA1"
"ASF1","CKA2"
"ASF1","HHT2"
"ASF1","HIR1"
"ASF1","HIR2"
"ASF1","RAD53"
"ASK1","DAD1"
"ASK1","DAM1"
"ASK1","DUO1"
"ASK1","SPC19"
"ASK1","SPC34"
"ASK10","BMH2"
"ASN2","PWP1"
"ASN2","URA7"
"ATS1","KTI11"
"BAT2","HSP42"
"BBC1","LAS17"
"BBC1","YJL021C"
"BCY1","CAM1"
"BCY1","FPR4"
"BCY1","TPK2"
"BDF1","BDF2"
"BDF1","SPT16"
"BDF1","YLR385C"
"BDH1","YAL061W"
"BEM2","SPT16"
"BFR1","TSR1"
"BFR2","ENP2"
"BFR2","HCA4"
"BFR2","KRE33"
"BFR2","LCP5"
"BLM3","YFL006W"
"BMH1","BMH2"
"BMH1","NTH1"
"BMH2","KCS1"
"BMH2","NTH1"
"BMH2","PIK1"
"BMH2","YNR014W"
"BMH2","YNR047W"
"BMS1","RCL1"
"BRE1","RAD6"
"BRE2","CRN1"
"BRE2","PRK1"
"BRE2","SET1"
"BRE2","SPP1"
"BRE2","SWD1"
"BRE2","SWD2"
"BRE2","SWD3"
"BRE5","DED1"
"BRE5","FUN12"
"BRE5","NIP1"
"BRE5","RPP0"
"BRE5","RRP5"
"BRE5","UBP3"
"BRE5","YRA1"
"BRN1","SMC2"
"BRR1","SMX3"
"BRR2","PRP31"
"BRR2","PRP6"
"BRR2","PRP8"
"BRR2","SMD1"
"BRR2","SMX3"
"BRR2","SNU114"
"BRX1","NOP7"
"BRX1","RRP5"
"BRX1","SBP1"
"BRX1","YLR455W"
"BUD21","RRP9"
"BUD21","SIK1"
"BUD22","DED1"
"BUD22","NOP1"
"BUD22","NPL3"
"BUD22","YGR272C"
"BUD23","ECM16"
"BUD32","YML036W"
"BUD6","YOR304C-A"
"BUL1","RSP5"
"BUR6","NCB2"
"BZZ1","LAS17"
"CAC2","MSI1"
"CAC2","RLF2"
"CAF130","YJR011C"
"CAF40","CCR4"
"CAF40","CDC39"
"CAM1","EFB1"
"CAM1","IES1"
"CAM1","LYS4"
"CAM1","YKL056C"
"CBC2","KAP95"
"CBC2","PAB1"
"CBC2","SRP1"
"CBC2","STO1"
"CBC2","YJR041C"
"CBF5","GAR1"
"CBF5","KRI1"
"CBF5","NAT1"
"CBF5","NHP2"
"CBF5","NOP1"
"CBF5","SBP1"
"CBF5","YMR310C"
"CBR1","TOP1"
"CCL1","SSL1"
"CCL1","TFB3"
"CCL1","TFB4"
"CCR4","CDC39"
"CCT4","SDA1"
"CCZ1","MON1"
"CDC10","CDC11"
"CDC10","CDC12"
"CDC10","CDC3"
"CDC10","SHS1"
"CDC11","SHS1"
"CDC12","SHS1"
"CDC16","DOC1"
"CDC23","DOC1"
"CDC25","MDS3"
"CDC28","CLB3"
"CDC28","SIC1"
"CDC3","SHS1"
"CDC31","ILV1"
"CDC33","SRO9"
"CDC33","TIF4631"
"CDC34","CDC53"
"CDC34","CDC73"
"CDC34","GRR1"
"CDC34","KEM1"
"CDC34","RTG2"
"CDC34","RTT101"
"CDC34","SKP1"
"CDC43","RAM2"
"CDC48","COG6"
"CDC48","DOA1"
"CDC48","HHT2"
"CDC48","NPL4"
"CDC48","SHP1"
"CDC48","UFD1"
"CDC48","UFD2"
"CDC48","YDR049W"
"CDC48","YFL044C"
"CDC48","YMR067C"
"CDC54","HAT1"
"CDC55","PPH21"
"CDC55","PPH22"
"CDC55","TPD3"
"CDC55","ZDS1"
"CDC55","ZDS2"
"CDC73","CKA1"
"CDC73","CTR9"
"CDC73","DED1"
"CDC73","LEO1"
"CDC73","PAF1"
"CDC73","RTF1"
"CDC73","SPT16"
"CDC73","SRP1"
"CEF1","SNT309"
"CEG1","CET1"
"CFT1","CFT2"
"CFT1","MPE1"
"CFT1","PAP1"
"CFT1","PFS2"
"CFT1","SWD2"
"CFT1","YSH1"
"CFT1","YTH1"
"CFT2","MPE1"
"CFT2","PAP1"
"CFT2","PFS2"
"CFT2","PTA1"
"CFT2","PTI1"
"CFT2","REF2"
"CFT2","SSU72"
"CFT2","SWD2"
"CFT2","YSH1"
"CFT2","YTH1"
"CHC1","CLC1"
"CHD1","CKA1"
"CHD1","CKA2"
"CHD1","CKB1"
"CHD1","CKB2"
"CHD1","NOP1"
"CHD1","PAB1"
"CHD1","SPT16"
"CHL4","IML3"
"CHL4","MCM22"
"CHS5","NAP1"
"CHS5","SAC6"
"CHS5","YKR027W"
"CHS5","YMR237W"
"CIC1","HAS1"
"CIC1","NOP1"
"CIC1","RRP5"
"CKA1","CKA2"
"CKA1","CKB1"
"CKA1","CKB2"
"CKA1","ELF1"
"CKA1","FUN30"
"CKA1","HHT2"
"CKA1","HTA2"
"CKA1","HTB2"
"CKA1","MLP1"
"CKA1","NOP7"
"CKA1","PAF1"
"CKA1","POL30"
"CKA1","SIN3"
"CKA1","SPT16"
"CKA1","SPT4"
"CKA1","SUP35"
"CKA1","UTP22"
"CKA1","YKL088W"
"CKA2","CKB1"
"CKA2","CKB2"
"CKA2","HHT2"
"CKA2","HOT1"
"CKA2","RPG1"
"CKA2","SPT16"
"CKA2","SPT5"
"CKA2","YLR407W"
"CKB1","CKB2"
"CKB1","HOT1"
"CKB1","SPT16"
"CKB1","SPT4"
"CKB1","UTP22"
"CKB2","HOT1"
"CKB2","SPT16"
"CLF1","SNT309"
"CLF1","SYF1"
"CLU1","YJL144W"
"COG1","COG7"
"COG3","COG4"
"COG4","COG6"
"COG4","COG8"
"COG6","COG7"
"COG6","COG8"
"COG7","COG8"
"COG8","MYO2"
"COP1","DED1"
"COP1","RET2"
"COP1","RET3"
"COP1","SEC21"
"COP1","SEC26"
"COP1","SEC27"
"COP1","SEC28"
"COR1","QCR2"
"CPA1","CPA2"
"CPR6","HSC82"
"CPR6","HSP104"
"CPR6","HSP82"
"CPR6","QNS1"
"CRN1","DOT1"
"CRN1","HIF1"
"CRN1","MSK1"
"CRN1","NAP1"
"CRN1","NOP14"
"CRN1","NUP133"
"CRN1","NUP170"
"CRN1","RAD1"
"CRN1","RTG2"
"CRN1","UBP6"
"CRN1","YAL027W"
"CRN1","YDR314C"
"CRN1","YML011C"
"CRN1","YMR086W"
"CRN1","YPK1"
"CRN1","YPR093C"
"CSE2","GAL11"
"CSE2","SOH1"
"CSI1","CSN9"
"CSL4","DIS3"
"CSL4","LRP1"
"CSL4","MTR3"
"CSL4","RRP46"
"CSL4","YNR024W"
"CSM3","TOF1"
"CSN12","YPR045C"
"CSN9","RPN5"
"CSN9","RRI1"
"CSN9","RRI2"
"CTF19","IML3"
"CTF19","OKP1"
"CTF3","MCM22"
"CTF4","YJL072C"
"CTF8","DCC1"
"CTK1","CTK3"
"CTK2","CTK3"
"CTK3","NPL3"
"CTR9","LEO1"
"CTR9","PAF1"
"CTR9","RTF1"
"CTR9","SPT16"
"CUS1","CWC21"
"CUS1","HSH155"
"CUS1","HSH49"
"CUS1","PRP11"
"CUS1","PRP21"
"CWC21","NPL3"
"CWC23","PRP43"
"CWC23","YLR424W"
"CWH41","MES1"
"CYR1","SRV2"
"DAD1","DUO1"
"DAD1","SPC19"
"DAM1","DUO1"
"DAM1","SPC19"
"DBP10","NAT1"
"DBP7","DED1"
"DBP7","FUN12"
"DBP7","KEM1"
"DBP7","NOP1"
"DBP7","NOP2"
"DBP7","RPF2"
"DBP7","RRP5"
"DCP1","DCP2"
"DCP1","DCP3"
"DCP1","YBR094W"
"DCP2","DCP3"
"DCP3","EDC2"
"DCR1","FYV10"
"DCR1","RMD5"
"DCR1","VID24"
"DCR1","VID28"
"DCR1","VID30"
"DED1","EAF6"
"DED1","EDC2"
"DED1","EGD2"
"DED1","FAP1"
"DED1","GAR1"
"DED1","GBP2"
"DED1","HCA4"
"DED1","LRG1"
"DED1","LSM4"
"DED1","LSM5"
"DED1","LYS20"
"DED1","MOT3"
"DED1","MTR4"
"DED1","NAT1"
"DED1","NCL1"
"DED1","NIP1"
"DED1","NOC2"
"DED1","NOG2"
"DED1","NOP58"
"DED1","OCA1"
"DED1","PAT1"
"DED1","POL2"
"DED1","PPH3"
"DED1","PRT1"
"DED1","PSP2"
"DED1","PSY2"
"DED1","RPB9"
"DED1","RPG1"
"DED1","RPL30"
"DED1","RPL9B"
"DED1","RPN1"
"DED1","RPN2"
"DED1","RPP2A"
"DED1","RPS25A"
"DED1","RPS26B"
"DED1","RRP5"
"DED1","RRP8"
"DED1","RTF1"
"DED1","SAP185"
"DED1","SBP1"
"DED1","SEC27"
"DED1","SEC28"
"DED1","SHE3"
"DED1","SLF1"
"DED1","SOH1"
"DED1","SPP1"
"DED1","SRO9"
"DED1","SSF1"
"DED1","TFA1"
"DED1","TIF35"
"DED1","TIF4632"
"DED1","TIF5"
"DED1","UBP10"
"DED1","UBP15"
"DED1","UTP10"
"DED1","UTP13"
"DED1","YCR060W"
"DED1","YDR266C"
"DED1","YDR365C"
"DED1","YKL075C"
"DED1","YLR022C"
"DED1","YLR154C"
"DED1","YLR455W"
"DEP1","RXT1"
"DEP1","SAP30"
"DEP1","SIN3"
"DHH1","LSM7"
"DHR2","UBP10"
"DHR2","UTP22"
"DIP2","UTP13"
"DIP2","UTP18"
"DIP2","UTP21"
"DIS3","LRP1"
"DIS3","MTR3"
"DIS3","RPC17"
"DIS3","RPC31"
"DIS3","RPC37"
"DIS3","RPC40"
"DIS3","RPC53"
"DIS3","RPC82"
"DIS3","RPO31"
"DIS3","RRP4"
"DIS3","RRP40"
"DIS3","RRP42"
"DIS3","RRP43"
"DIS3","RRP45"
"DIS3","RRP46"
"DIS3","RRP6"
"DIS3","SKI6"
"DIS3","SKI7"
"DNA2","RFA1"
"DNA2","RFA2"
"DNA2","RFA3"
"DOT1","INP52"
"DOT1","YIL105C"
"DPB2","DPB3"
"DPB2","POL2"
"DPB3","MRE11"
"DPB3","POL2"
"DPB4","POL2"
"DPH2","EFT2"
"DPH2","KTI11"
"DPH2","YIL103W"
"DRS1","ERB1"
"DRS1","NOP7"
"DRS1","RRP5"
"DSN1","MTW1"
"DSN1","NNF1"
"DSN1","NSL1"
"DST1","FPR4"
"DST1","RPB9"
"DST1","RPO21"
"DUO1","NAP1"
"DUO1","SPC19"
"DUO1","SPC34"
"EAF3","EAF5"
"EAF3","EAF6"
"EAF3","RCO1"
"EAF3","RPD3"
"EAF3","SIN3"
"EAF3","UME1"
"EAF3","VID21"
"EAF3","YNL136W"
"EAF5","EAF6"
"EAF5","EPL1"
"EAF5","ESA1"
"EAF5","GOD1"
"EAF5","VID21"
"EAF5","YAF9"
"EAF5","YNG2"
"EAF5","YNL136W"
"EAF5","YRA1"
"EAF6","EPL1"
"EAF6","ESA1"
"EAF6","GOD1"
"EAF6","NTO1"
"EAF6","VID21"
"EAF6","YAF9"
"EAF6","YNG2"
"EAF6","YRA1"
"EBP2","PWP1"
"EBP2","YLR455W"
"EBP2","YTM1"
"ECM16","FPR4"
"ECM16","NOP1"
"ECM16","PAB1"
"ECM16","PRP43"
"ECM16","UBP6"
"ECM17","OSH2"
"ECM29","RPN1"
"ECM30","UBP15"
"EDC2","MAK5"
"EDC2","NOP14"
"EDC2","PAB1"
"EFB1","SEC28"
"EFB1","TEF4"
"EFT2","HGH1"
"EFT2","KTI11"
"EFT2","YIL103W"
"EGD1","NSR1"
"EGD2","RPF2"
"EGD2","SBP1"
"ELG1","RFC2"
"ELG1","RFC3"
"ELG1","RFC5"
"ELP2","IKI3"
"ELP3","IKI3"
"ELP4","IKI3"
"END3","PAN1"
"ENP1","LTV1"
"ENP2","YDR365C"
"EPL1","ESA1"
"EPL1","GOD1"
"EPL1","RSC8"
"EPL1","VID21"
"EPL1","YAF9"
"EPL1","YNG2"
"EPL1","YNL136W"
"ERB1","NOP7"
"ERB1","UBP1"
"ERB1","YLR278C"
"ERB1","YTM1"
"ERG13","THR4"
"ESA1","VID21"
"ESA1","YAF9"
"ESA1","YNG2"
"ESA1","YNL136W"
"ESC8","ISW1"
"ESS1","RPB2"
"ESS1","RPO21"
"FAP1","MYO2"
"FAP1","NOP1"
"FAP1","YIL161W"
"FBA1","HAT1"
"FBA1","IFM1"
"FBA1","LYS4"
"FBA1","MEF1"
"FBA1","PRP40"
"FBA1","RMD8"
"FBA1","SGF73"
"FBA1","TFC6"
"FBA1","TOM1"
"FBA1","YPR090W"
"FIP1","PAP1"
"FIP1","PFS2"
"FIP1","YSH1"
"FPR3","FPR4"
"FPR3","FUN12"
"FPR4","GLC8"
"FPR4","IPI2"
"FPR4","RPL7B"
"FPR4","SWD2"
"FPR4","UGP1"
"FPR4","VIP1"
"FPR4","YDR365C"
"FRS1","FRS2"
"FUN11","YOR091W"
"FUN12","GCD11"
"FUN12","HCA4"
"FUN12","NIP1"
"FUN12","PRP43"
"FUN12","PRT1"
"FUN12","RPG1"
"FUN12","RPL9B"
"FUN12","RPP2A"
"FUN12","RPS26B"
"FUN12","SRO9"
"FUN12","SSF1"
"FUN12","YKL023W"
"FUN12","YLR455W"
"FUN12","YPL009C"
"FUN19","KAP123"
"FUN19","SIN3"
"FYV10","VID24"
"FYV10","VID28"
"FYV10","VID30"
"FYV8","RGD1"
"GAL11","KAP95"
"GAL11","MED1"
"GAL11","MED4"
"GAL11","MED6"
"GAL11","MED7"
"GAL11","MED8"
"GAL11","NOP1"
"GAL11","NUT1"
"GAL11","RGR1"
"GAL11","ROX3"
"GAL11","SIN4"
"GAL11","SOH1"
"GAL11","SRB2"
"GAL11","SRB4"
"GAL11","SRP1"
"GAL83","SNF1"
"GAR1","NHP2"
"GAR1","PAB1"
"GAR1","YGR283C"
"GAR1","YMR310C"
"GAR1","YRA1"
"GBP2","HPR1"
"GBP2","MFT1"
"GBP2","NPL3"
"GBP2","PAB1"
"GBP2","THP2"
"GBP2","YRA1"
"GCD1","GCD11"
"GCD1","GCD6"
"GCD10","GCD14"
"GCD11","GCD2"
"GCD11","GCD6"
"GCD11","GCD7"
"GCD11","NIP1"
"GCD11","RPG1"
"GCD11","SUI2"
"GCD11","TIF5"
"GCD2","GCD6"
"GCD2","SUI2"
"GCD6","GCN3"
"GCD6","SUI2"
"GCD7","SUI2"
"GCN1","GCN20"
"GCN1","PRE2"
"GCN1","SDA1"
"GCN1","YMR237W"
"GCN2","HCA4"
"GCN3","SUI2"
"GCN5","NGG1"
"GCN5","SPT20"
"GCN5","TAF6"
"GCN5","UBP8"
"GCN5","YPL047W"
"GDB1","SIN3"
"GDB1","YFR017C"
"GDI1","YPT6"
"GIM3","GIM4"
"GIM3","GIM5"
"GIM3","PAC10"
"GIM3","TFP1"
"GIM3","YKE2"
"GIM4","GIM5"
"GIM4","PAC10"
"GIM5","PAC10"
"GIM5","YKE2"
"GIN4","NAP1"
"GIR1","GIR2"
"GIS2","NPL3"
"GIS2","PAB1"
"GIS2","SBP1"
"GLC7","GLC8"
"GLC7","PFS2"
"GLC7","SDS22"
"GLC7","SWD2"
"GLC7","YPL137C"
"GLG2","GSY1"
"GLK1","NOP58"
"GLN1","HSP42"
"GLN1","SIS1"
"GOD1","RVB1"
"GOD1","RVB2"
"GOD1","VID21"
"GOD1","YAF9"
"GOD1","YLR385C"
"GOD1","YNG2"
"GOD1","YNL136W"
"GRH1","SEC23"
"GSP1","SRM1"
"GSY1","GSY2"
"GYP5","RVS161"
"HAM1","VMA2"
"HAP3","HAP5"
"HAS1","HCA4"
"HAS1","KRI1"
"HAS1","NOP7"
"HAS1","NPL3"
"HAS1","SRO9"
"HAS1","SRP1"
"HAS1","YLR455W"
"HAS1","YPL009C"
"HAT1","HAT2"
"HAT1","HHF1"
"HAT1","HHF2"
"HAT1","HHT1"
"HAT1","HHT2"
"HAT1","HIF1"
"HAT1","NUP192"
"HAT1","ORC1"
"HAT1","ORC2"
"HAT1","ORC3"
"HAT1","ORC4"
"HAT1","ORC5"
"HAT1","ORC6"
"HAT2","HHF1"
"HAT2","HHF2"
"HAT2","HHT1"
"HAT2","HHT2"
"HAT2","HIF1"
"HAT2","ORC3"
"HAT2","ORC4"
"HAT2","ORC5"
"HCA4","MAK21"
"HCA4","MIS1"
"HCA4","NOC2"
"HCA4","NOP1"
"HCA4","PAB1"
"HCA4","PRK1"
"HCA4","RPF2"
"HCA4","RPP0"
"HCA4","RRP12"
"HCA4","RRP5"
"HCA4","SER1"
"HCA4","YDR365C"
"HCA4","YRA1"
"HCR1","NIP1"
"HCR1","PRT1"
"HCR1","RPG1"
"HDA1","PLO2"
"HFI1","SPT20"
"HFI1","TAF5"
"HFI1","TAF6"
"HHF1","HHF2"
"HHF1","HHT2"
"HHF1","POB3"
"HHF1","PSH1"
"HHF1","SPT16"
"HHF1","YKU70"
"HHF2","HIF1"
"HHF2","PSH1"
"HHF2","SPT16"
"HHO1","ORC6"
"HHT1","HIF1"
"HHT1","HTB2"
"HHT1","ISW1"
"HHT1","NAP1"
"HHT1","NPL3"
"HHT1","POB3"
"HHT1","SPT16"
"HHT1","YDL156W"
"HHT1","YKU70"
"HHT2","HIF1"
"HHT2","HTA2"
"HHT2","MAM33"
"HHT2","MON1"
"HHT2","OM45"
"HHT2","PAB1"
"HHT2","POB3"
"HHT2","PSE1"
"HHT2","PSH1"
"HHT2","RFA1"
"HHT2","SPT16"
"HHT2","YKU70"
"HIR2","HIR3"
"HMO1","IOC4"
"HOS2","HOS4"
"HOS2","SIF2"
"HOS4","SET3"
"HOS4","SIF2"
"HOS4","YMR237W"
"HPR1","MFT1"
"HPR1","RLR1"
"HPR1","THP2"
"HRB1","MFT1"
"HSC82","HSP82"
"HSC82","ILV1"
"HSC82","PPT1"
"HSC82","RMD8"
"HSC82","STI1"
"HSC82","TOM1"
"HSH155","PRP11"
"HSH155","RSE1"
"HSH49","RSE1"
"HSP104","LYS4"
"HSP104","SGF73"
"HSP12","RFA1"
"HSP26","YDJ1"
"HSP42","NTH2"
"HSP42","SIS1"
"HSP42","SSE2"
"HSP42","YDJ1"
"HSP60","ILV1"
"HSP60","YPL247C"
"HSP82","MRPS5"
"HSP82","PPT1"
"HSP82","STI1"
"HST1","SUM1"
"HTA1","KAP114"
"HTA1","NAP1"
"HTA1","POB3"
"HTA1","PPH3"
"HTA1","PSY2"
"HTA1","SPT16"
"HTA2","KAP114"
"HTA2","KAR2"
"HTA2","NAP1"
"HTA2","POB3"
"HTA2","PRP8"
"HTA2","SCD6"
"HTA2","SMC4"
"HTA2","SPT16"
"HTB1","NAP1"
"HTB1","POB3"
"HTB1","SPT16"
"HTB2","HTZ1"
"HTB2","ISW1"
"HTB2","KAP114"
"HTB2","NAP1"
"HTB2","POB3"
"HTB2","RCO1"
"HTB2","SPT16"
"HTZ1","NAP1"
"HUL5","RPT6"
"HYS2","POL32"
"IES1","IES3"
"IES1","IES4"
"IES1","IES5"
"IES1","INO80"
"IES1","NHP10"
"IES1","RVB1"
"IES1","RVB2"
"IES1","SSZ1"
"IES1","TEF4"
"IES1","ZUO1"
"IES3","IES4"
"IES3","IES5"
"IES3","INO80"
"IES3","NHP10"
"IES3","RVB1"
"IES3","RVB2"
"IES4","IES5"
"IES4","INO80"
"IES4","RVB1"
"IES4","RVB2"
"IES5","INO80"
"IES5","NHP10"
"IES5","RVB1"
"IES5","RVB2"
"IFH1","UTP22"
"IKI1","IKI3"
"IKI3","KTI11"
"ILV1","TDH1"
"ILV1","TDH2"
"IMD1","IMD3"
"IMD1","IMD4"
"IMD2","IMD3"
"IMD2","IMD4"
"IMD3","IMD4"
"IMD3","RPL9B"
"IMD3","SRP21"
"IMD3","YLR187W"
"IMG2","MRPL3"
"IMG2","MRPL4"
"IMG2","MRPL40"
"IML1","SIN3"
"INO80","NHP10"
"INO80","RVB2"
"INP52","YPK1"
"IOC2","IOC4"
"IOC2","ISW1"
"IOC3","ISW1"
"IOC4","ISW1"
"IPI1","IPI2"
"IPI1","IPI3"
"IPI2","NSR1"
"IPI2","PAB1"
"IPP1","ROM2"
"IRR1","SMC3"
"ISM1","MYO2"
"ISW2","YJL065C"
"ISY1","SYF1"
"ITC1","YJL065C"
"IWR1","RPB2"
"IWR1","RPB3"
"IWR1","RPB4"
"IWR1","RPB5"
"IWR1","RPB7"
"IWR1","RPO21"
"IWR1","SPT5"
"JIP5","PUF6"
"KAE1","YJL184W"
"KAP104","NAB2"
"KAP114","NAP1"
"KAP95","NOP7"
"KAP95","NUP2"
"KAP95","NUP60"
"KAP95","RAD53"
"KAP95","RLR1"
"KAP95","RRP6"
"KAP95","RTT103"
"KAP95","SIK1"
"KAP95","SRP1"
"KAP95","ULP1"
"KAP95","YNG2"
"KAP95","YNL136W"
"KCC4","NAP1"
"KCS1","MYO2"
"KEM1","LSM3"
"KEM1","LSM5"
"KEM1","LSM7"
"KEM1","LSP1"
"KEM1","PAB1"
"KEM1","PIL1"
"KEM1","SBP1"
"KEM1","SPT16"
"KEM1","YGR054W"
"KGD1","KGD2"
"KIN28","TFB3"
"KIN28","TFB4"
"KRE33","LYS20"
"KRI1","SRO9"
"KTI11","YIL103W"
"LAT1","PDA1"
"LAT1","PDB1"
"LEA1","PRP9"
"LEO1","PAF1"
"LEO1","RTF1"
"LEO1","SPT16"
"LEU4","LEU9"
"LHP1","SRP14"
"LIN1","PRP8"
"LRP1","RRP4"
"LRP1","RRP6"
"LSC1","LSC2"
"LSG1","PAB1"
"LSM1","LSM3"
"LSM1","LSM5"
"LSM1","PAT1"
"LSM2","PRP24"
"LSM3","PAT1"
"LSM3","PRP24"
"LSM4","NPL3"
"LSM4","PAT1"
"LSM4","PRP3"
"LSM5","PAT1"
"LSM7","PAT1"
"LSP1","MRP8"
"LSP1","PIL1"
"LSP1","PKH1"
"LSP1","YMR086W"
"LUC7","PRP40"
"LUC7","YHC1"
"LYS2","YBR101C"
"LYS20","LYS21"
"LYS20","RPL1B"
"LYS20","RPP0"
"LYS4","NPL3"
"LYS4","PAB1"
"LYS4","SSZ1"
"LYS4","YEF3"
"LYS4","ZUO1"
"LYS7","SOD1"
"MAK10","MAK31"
"MAK21","NOC2"
"MAK21","RRP5"
"MAK21","SSF1"
"MAK3","MAK31"
"MAM33","MRP20"
"MAM33","NCL1"
"MAM33","NPL3"
"MAM33","PRO3"
"MAM33","RPS26B"
"MAM33","RPS4B"
"MAP1","YBR030W"
"MAS1","MAS2"
"MBP1","SWI6"
"MCD1","SMC1"
"MCD1","SMC3"
"MCM21","OKP1"
"MDM20","NAT3"
"MDM20","NPL3"
"MDM20","NSR1"
"MDS3","SSE1"
"MEC3","MYO2"
"MED1","RGR1"
"MED1","SOH1"
"MED1","SRB5"
"MED4","MED7"
"MED4","NUT1"
"MED4","SOH1"
"MED6","SOH1"
"MED7","NUT1"
"MED7","SOH1"
"MED7","SRB4"
"MED7","SRB5"
"MED8","NUT1"
"MED8","SOH1"
"MED8","SRB5"
"MED8","SRB6"
"MFT1","NSR1"
"MFT1","RLR1"
"MFT1","SUB2"
"MFT1","THP2"
"MIS1","NSR1"
"MIS1","RPP0"
"MLP2","RFA1"
"MMS2","UBC13"
"MMS21","RHC18"
"MPE1","PAP1"
"MPE1","PFS2"
"MPE1","PTA1"
"MPE1","REF2"
"MPE1","SWD2"
"MPE1","YSH1"
"MPP10","UGP1"
"MRE11","SEC27"
"MRP1","MRPS35"
"MRP1","NAM9"
"MRP13","NAM9"
"MRP20","MRPL4"
"MRP4","NAM9"
"MRP51","MRPS35"
"MRP51","MRPS5"
"MRP7","MRPL17"
"MRP7","MRPL35"
"MRP7","MRPL7"
"MRP8","PIL1"
"MRPL11","MRPL37"
"MRPL17","MRPL35"
"MRPL19","MRPL37"
"MRPL35","MRPL7"
"MRPS28","MRPS35"
"MRPS35","MRPS5"
"MRPS35","NAM9"
"MRPS35","PET123"
"MRPS35","RSM23"
"MRPS35","RSM24"
"MRPS35","RSM25"
"MRPS35","RSM7"
"MRPS5","MRPS9"
"MRPS5","NAM9"
"MRPS5","PAB1"
"MRPS5","RSM10"
"MRPS5","RSM22"
"MRPS5","RSM23"
"MRPS5","RSM24"
"MRPS5","RSM25"
"MSH2","MSH6"
"MSI1","RLF2"
"MSN2","NPL3"
"MSS51","SSC1"
"MTR3","RRP4"
"MTR3","RRP40"
"MTR3","RRP42"
"MTR3","RRP43"
"MTR3","RRP45"
"MTR3","RRP6"
"MTR3","SKI6"
"MTR3","SKI7"
"MTR4","NOP1"
"MTR4","PAB1"
"MTR4","PRP43"
"MTR4","RPP0"
"MTR4","RRP6"
"MTR4","TRF4"
"MTR4","TRF5"
"MTR4","YPL146C"
"MTR4","YRA1"
"MUD1","PRP39"
"MUD1","PRP40"
"MUD1","SNP1"
